"Time_Iter","Outer_Iter","Inner_Iter",       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,       "AoA"      
          0,           0,         149,      0.1707456987,      0.3455062284,                 0,                 0,                 0,      0.1908963756,      0.1707456987,      0.3455062284,                 0,       2.023513512,                 0
          1,           0,         149,     0.01302792645,       0.285827468,                 0,                 0,                 0,      0.1173150526,     0.01302792645,       0.285827468,                 0,       21.93959792,                 0
          2,           0,         149,    -0.01219578232,      0.2284557562,                 0,                 0,                 0,     0.07562567295,    -0.01219578232,      0.2284557562,                 0,      -18.73235765,                 0
          3,           0,         149,   -0.002711451797,      0.1915073513,                 0,                 0,                 0,     0.05523848593,   -0.002711451797,      0.1915073513,                 0,      -70.62908198,                 0
          4,           0,         149,     0.00616966776,      0.1689495821,                 0,                 0,                 0,     0.04203460814,     0.00616966776,      0.1689495821,                 0,       27.38390278,                 0
          5,           0,         149,    0.008065039149,      0.1437355774,                 0,                 0,                 0,     0.02735375924,    0.008065039149,      0.1437355774,                 0,       17.82205576,                 0
          6,           0,         149,    0.006461222436,       0.105430084,                 0,                 0,                 0,    0.008190481522,    0.006461222436,       0.105430084,                 0,       16.31735868,                 0
          7,           0,         149,      0.0044668225,     0.05691120987,                 0,                 0,                 0,    -0.01288919452,      0.0044668225,     0.05691120987,                 0,       12.74087114,                 0
          8,           0,         149,    0.003363703481,    0.006781583074,                 0,                 0,                 0,    -0.03169416892,    0.003363703481,    0.006781583074,                 0,        2.01610609,                 0
          9,           0,         149,    0.003121672593,    -0.03879867174,                 0,                 0,                 0,    -0.04587504577,    0.003121672593,    -0.03879867174,                 0,      -12.42880878,                 0
         10,           0,         149,    0.003616895983,    -0.07835444207,                 0,                 0,                 0,    -0.05594075003,    0.003616895983,    -0.07835444207,                 0,      -21.66344911,                 0
         11,           0,         149,    0.004662336542,      -0.109861488,                 0,                 0,                 0,    -0.06119866005,    0.004662336542,      -0.109861488,                 0,      -23.56361172,                 0
         12,           0,         149,    0.005905036002,     -0.1314955567,                 0,                 0,                 0,    -0.06123854469,    0.005905036002,     -0.1314955567,                 0,       -22.2683751,                 0
         13,           0,         149,    0.006835266507,     -0.1415938814,                 0,                 0,                 0,    -0.05582393263,    0.006835266507,     -0.1415938814,                 0,      -20.71519541,                 0
         14,           0,         149,    0.007373738674,     -0.1404232509,                 0,                 0,                 0,    -0.04614611997,    0.007373738674,     -0.1404232509,                 0,       -19.0436978,                 0
         15,           0,         149,    0.007389200596,      -0.126767892,                 0,                 0,                 0,     -0.0317124262,    0.007389200596,      -0.126767892,                 0,      -17.15583307,                 0
         16,           0,         149,    0.007024352055,     -0.1021492507,                 0,                 0,                 0,    -0.01395985251,    0.007024352055,     -0.1021492507,                 0,      -14.54215989,                 0
         17,           0,         149,    0.006339438927,     -0.0694309882,                 0,                 0,                 0,    0.004891487251,    0.006339438927,     -0.0694309882,                 0,      -10.95222921,                 0
         18,           0,         149,    0.005169019447,    -0.02969340608,                 0,                 0,                 0,      0.0246697328,    0.005169019447,    -0.02969340608,                 0,      -5.744494944,                 0
         19,           0,         149,     0.00386526537,     0.01436725904,                 0,                 0,                 0,     0.04388656658,     0.00386526537,     0.01436725904,                 0,       3.717017505,                 0
         20,           0,         149,    0.003171454694,     0.05674016405,                 0,                 0,                 0,     0.05882904391,    0.003171454694,     0.05674016405,                 0,       17.89089535,                 0
         21,           0,         149,    0.002806082608,     0.09588904286,                 0,                 0,                 0,     0.07020639061,    0.002806082608,     0.09588904286,                 0,       34.17185317,                 0
         22,           0,         149,    0.002868547732,       0.132733254,                 0,                 0,                 0,     0.07957528775,    0.002868547732,       0.132733254,                 0,       46.27193493,                 0
         23,           0,         149,    0.003379787314,       0.164376819,                 0,                 0,                 0,     0.08518303494,    0.003379787314,       0.164376819,                 0,       48.63525534,                 0
         24,           0,         149,    0.004296365663,      0.1881341363,                 0,                 0,                 0,      0.0864958554,    0.004296365663,      0.1881341363,                 0,       43.78913506,                 0
         25,           0,         149,       0.005563815,      0.1981383508,                 0,                 0,                 0,     0.08011152895,       0.005563815,      0.1981383508,                 0,       35.61195885,                 0
         26,           0,         149,       0.006669613,      0.1961009766,                 0,                 0,                 0,     0.06910983823,       0.006669613,      0.1961009766,                 0,        29.4021522,                 0
         27,           0,         149,     0.00736952413,      0.1814253357,                 0,                 0,                 0,     0.05326180713,     0.00736952413,      0.1814253357,                 0,        24.6183244,                 0
         28,           0,         149,     0.00730808496,      0.1563525778,                 0,                 0,                 0,     0.03431561719,     0.00730808496,      0.1563525778,                 0,       21.39446635,                 0
         29,           0,         149,     0.00675930429,      0.1223015226,                 0,                 0,                 0,      0.0133180554,     0.00675930429,      0.1223015226,                 0,       18.09380335,                 0
         30,           0,         149,    0.005897468234,     0.08154876489,                 0,                 0,                 0,    -0.00795974568,    0.005897468234,     0.08154876489,                 0,       13.82775823,                 0
         31,           0,         149,    0.004795459036,     0.03605246708,                 0,                 0,                 0,    -0.02860204669,    0.004795459036,     0.03605246708,                 0,       7.518042966,                 0
         32,           0,         149,    0.003728471043,     -0.0111765877,                 0,                 0,                 0,    -0.04738454263,    0.003728471043,     -0.0111765877,                 0,      -2.997632962,                 0
         33,           0,         149,    0.003089190434,    -0.05507199036,                 0,                 0,                 0,    -0.06163209786,    0.003089190434,    -0.05507199036,                 0,      -17.82732128,                 0
         34,           0,         149,    0.003086341143,    -0.09446877878,                 0,                 0,                 0,    -0.07187335725,    0.003086341143,    -0.09446877878,                 0,      -30.60866391,                 0
