"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         678,      -3.498595172,      -1.127670156,      -1.523075351,       1.918294098,      -4.011977005
          0,           0,         679,      -3.498175386,      -1.132649025,      -1.526795696,       1.918188846,      -4.012779014
          0,           0,         680,      -3.497842753,      -1.137471434,      -1.530544296,       1.917996103,      -4.013572601
          0,           0,         681,      -3.497584075,       -1.14213354,      -1.534347726,       1.917737398,      -4.014357634
          0,           0,         682,      -3.497399344,      -1.146632401,      -1.538210607,        1.91741816,      -4.015134119
          0,           0,         683,      -3.497302763,      -1.150965244,      -1.542109224,        1.91702392,      -4.015902133
          0,           0,         684,      -3.497328444,      -1.155137828,      -1.546031758,       1.916514658,      -4.016661554
          0,           0,         685,      -3.497473361,      -1.159151051,      -1.549951263,       1.915896554,      -4.017411825
          0,           0,         686,      -3.497747525,      -1.163006306,      -1.553851951,       1.915165528,      -4.018152513
          0,           0,         687,      -3.498175593,      -1.166714026,      -1.557717771,       1.914294824,      -4.018883049
          0,           0,         688,      -3.498824694,      -1.170305092,      -1.561507527,        1.91320193,      -4.019603369
          0,           0,         689,      -3.499607535,      -1.173794419,      -1.565181423,       1.911996782,       -4.02031418
          0,           0,         690,      -3.500526001,       -1.17717389,      -1.568741887,       1.910682808,      -4.021016209
          0,           0,         691,      -3.501597386,      -1.180421796,      -1.572185523,        1.90923951,      -4.021710343
          0,           0,         692,      -3.502898562,      -1.183573384,      -1.575532251,       1.907574907,      -4.022396977
          0,           0,         693,      -3.504372956,      -1.186629017,      -1.578747812,       1.905758514,      -4.023076023
          0,           0,         694,      -3.505997321,      -1.189594277,      -1.581802529,       1.903819584,      -4.023747305
          0,           0,         695,      -3.507766658,      -1.192476365,      -1.584682153,        1.90176561,      -4.024410548
          0,           0,         696,      -3.509675679,      -1.195284998,      -1.587341746,       1.899599877,      -4.025065341
          0,           0,         697,      -3.511756944,      -1.198036179,       -1.58976776,       1.897277176,      -4.025711608
          0,           0,         698,      -3.514087249,      -1.200735794,      -1.592024527,       1.894704946,      -4.026349152
          0,           0,         699,      -3.516578955,      -1.203401816,      -1.594104495,       1.891988735,      -4.026978129
          0,           0,         700,      -3.519284316,      -1.206107561,      -1.596009236,       1.889061222,      -4.027598218
          0,           0,         701,      -3.522259861,      -1.208783303,      -1.597834157,       1.885867453,      -4.028209057
          0,           0,         702,      -3.525352567,      -1.211366023,      -1.599556046,       1.882593952,      -4.028810633
          0,           0,         703,      -3.528569834,       -1.21386946,      -1.601232517,        1.87922567,      -4.029402975
          0,           0,         704,      -3.531881929,      -1.216388016,      -1.602875414,        1.87578605,      -4.029985976
          0,           0,         705,      -3.535371352,      -1.218838441,      -1.604538012,       1.872161534,      -4.030559498
          0,           0,         706,      -3.538920149,      -1.221272233,      -1.606171016,       1.868483989,       -4.03112343
          0,           0,         707,      -3.542539482,      -1.223713619,      -1.607794652,       1.864731054,      -4.031678125
          0,           0,         708,       -3.54622034,      -1.226099489,      -1.609416679,       1.860917157,      -4.032223041
          0,           0,         709,      -3.550006961,      -1.228445657,      -1.611128942,       1.856990163,      -4.032758284
          0,           0,         710,      -3.553852437,      -1.230747025,      -1.612837469,       1.853005618,      -4.033284285
          0,           0,         711,      -3.557757026,      -1.233021359,      -1.614618579,       1.848963414,      -4.033800511
          0,           0,         712,      -3.561745005,      -1.235285185,      -1.616581226,       1.844829967,      -4.034307246
          0,           0,         713,      -3.565792054,      -1.237533931,      -1.618745931,       1.840641908,      -4.034804431
          0,           0,         714,      -3.569871379,      -1.239762676,      -1.621092838,        1.83643282,      -4.035292129
          0,           0,         715,      -3.573981193,       -1.24198215,      -1.623578469,        1.83220341,      -4.035770232
          0,           0,         716,      -3.578123072,      -1.244202773,      -1.626180426,       1.827952496,      -4.036238827
          0,           0,         717,      -3.582318951,      -1.246435707,      -1.628924272,       1.823654508,      -4.036697801
          0,           0,         718,      -3.586640478,      -1.248693305,      -1.631883463,       1.819214217,      -4.037147352
          0,           0,         719,      -3.591223385,      -1.250998514,       -1.63514228,       1.814479512,       -4.03758779
          0,           0,         720,      -3.595901653,      -1.253352529,      -1.638694036,       1.809659851,      -4.038018913
          0,           0,         721,      -3.600677688,      -1.255780872,      -1.642487346,       1.804764544,      -4.038440947
          0,           0,         722,      -3.605589764,      -1.258276021,      -1.646453134,       1.799754817,      -4.038854115
          0,           0,         723,      -3.610578956,      -1.260808713,      -1.650563253,       1.794701968,      -4.039258802
          0,           0,         724,      -3.615662386,      -1.263386748,       -1.65480096,       1.789583453,      -4.039656679
          0,           0,         725,      -3.620838678,      -1.266033203,      -1.659146448,       1.784398522,      -4.040046267
          0,           0,         726,      -3.626118156,      -1.268769204,      -1.663623581,        1.77913159,      -4.040428029
          0,           0,         727,      -3.631513574,       -1.27161644,      -1.668240838,       1.773762424,       -4.04080227
          0,           0,         728,      -3.637009768,      -1.274605674,      -1.673051327,       1.768304519,       -4.04116881
          0,           0,         729,      -3.642612013,      -1.277737043,      -1.678067304,        1.76274828,      -4.041527822
          0,           0,         730,      -3.648313349,      -1.281005554,      -1.683272646,       1.757100432,      -4.041879522
          0,           0,         731,      -3.654109923,      -1.284413041,      -1.688649571,       1.751365695,       -4.04222411
          0,           0,         732,      -3.659994326,      -1.287955852,      -1.694182837,       1.745552584,      -4.042563118
          0,           0,         733,      -3.665962964,      -1.291624498,      -1.699856847,       1.739663957,       -4.04289565
          0,           0,         734,      -3.671998917,      -1.295415009,       -1.70564093,       1.733718269,      -4.043222232
          0,           0,         735,      -3.678092397,        -1.2993211,      -1.711534441,       1.727723483,      -4.043542809
          0,           0,         736,      -3.684239638,      -1.303337945,      -1.717556263,       1.721680877,      -4.043857693
          0,           0,         737,       -3.69043968,      -1.307456435,       -1.72370872,       1.715588774,      -4.044167692
          0,           0,         738,      -3.696984906,      -1.311672673,      -1.730042387,       1.709088182,      -4.044472914
          0,           0,         739,      -3.703568882,      -1.315946286,       -1.73649312,       1.702553703,       -4.04477381
          0,           0,         740,      -3.710186781,      -1.320297996,      -1.743137864,       1.696012619,      -4.045071324
          0,           0,         741,      -3.716844386,      -1.324736114,      -1.750017459,       1.689459704,      -4.045365791
          0,           0,         742,       -3.72352866,      -1.329254437,      -1.757156004,       1.682901172,      -4.045657643
          0,           0,         743,      -3.730217776,      -1.333849621,      -1.764394646,       1.676349653,      -4.045948192
          0,           0,         744,      -3.736892325,      -1.338515137,      -1.771716897,        1.66981859,      -4.046238153
          0,           0,         745,      -3.743541302,      -1.343245553,      -1.779125608,       1.663311466,      -4.046527027
          0,           0,         746,      -3.750168846,      -1.348035351,      -1.786649157,       1.656815183,      -4.046815316
          0,           0,         747,      -3.756779942,      -1.352881135,      -1.794325998,       1.650319533,       -4.04710351
          0,           0,         748,       -3.76338038,      -1.357782098,      -1.802179477,       1.643815054,      -4.047392283
          0,           0,         749,      -3.769973892,      -1.362736837,      -1.810208505,       1.637298032,      -4.047682092
          0,           0,         750,      -3.776564815,      -1.367741517,      -1.818404474,       1.630765759,      -4.047973571
          0,           0,         751,      -3.783163286,      -1.372787742,      -1.826732894,        1.62420989,      -4.048268018
          0,           0,         752,      -3.789777466,      -1.377872515,      -1.835189722,       1.617622843,      -4.048565985
          0,           0,         753,      -3.796425927,      -1.382999157,      -1.843737677,       1.610980001,      -4.048867322
          0,           0,         754,      -3.803083632,        -1.3881639,      -1.852328527,       1.604313589,      -4.049172651
          0,           0,         755,      -3.809754702,      -1.393364746,      -1.860974571,       1.597625584,      -4.049482557
          0,           0,         756,      -3.816440352,      -1.398597235,      -1.869672618,       1.590917741,      -4.049797722
          0,           0,         757,      -3.823169183,      -1.403857128,      -1.878410128,       1.584157219,      -4.050118878
          0,           0,         758,      -3.829914391,      -1.409137217,       -1.88711379,       1.577372403,      -4.050446706
          0,           0,         759,      -3.836670008,      -1.414433657,       -1.89579445,        1.57057519,      -4.050781799
          0,           0,         760,      -3.843445651,      -1.419751317,      -1.904539904,       1.563753669,      -4.051124844
          0,           0,         761,      -3.850214643,      -1.425090197,      -1.913213355,       1.556929171,        -4.0514768
          0,           0,         762,      -3.857011314,      -1.430452449,      -1.921724848,       1.550067069,      -4.051838108
          0,           0,         763,      -3.863867081,      -1.435815756,      -1.930071359,       1.543135311,       -4.05220958
          0,           0,         764,      -3.870764164,      -1.441161475,      -1.938148579,       1.536152475,      -4.052592003
          0,           0,         765,      -3.877664344,      -1.446486741,      -1.946041471,       1.529170745,      -4.052986596
          0,           0,         766,      -3.884559504,      -1.451801116,      -1.953902096,       1.522208929,      -4.053393766
          0,           0,         767,      -3.891452248,       -1.45709217,      -1.961761207,       1.515263984,      -4.053814344
          0,           0,         768,      -3.898348149,      -1.462362823,      -1.969593395,       1.508324236,       -4.05424934
          0,           0,         769,      -3.905302257,      -1.467622467,      -1.977409339,       1.501310786,      -4.054699761
          0,           0,         770,      -3.912407716,      -1.472853201,      -1.984853967,       1.494096213,      -4.055166568
          0,           0,         771,      -3.919514191,      -1.478044875,      -1.992095244,        1.48687387,      -4.055650776
          0,           0,         772,      -3.926577306,      -1.483195797,      -1.999304989,        1.47971262,      -4.056153521
          0,           0,         773,      -3.933600282,       -1.48830531,      -2.006527382,       1.472616407,      -4.056675903
          0,           0,         774,      -3.940582715,      -1.493360875,      -2.013686067,       1.465582103,      -4.057218964
          0,           0,         775,      -3.947508659,       -1.49835106,      -2.020705123,       1.458621836,      -4.057783898
          0,           0,         776,      -3.954355506,      -1.503260858,      -2.027528028,       1.451755795,      -4.058372058
          0,           0,         777,      -3.961102518,      -1.508084493,      -2.034118917,       1.445002914,       -4.05898471
          0,           0,         778,       -3.96784043,      -1.512822442,      -2.040113005,       1.438224792,      -4.059623238
          0,           0,         779,      -3.974517243,      -1.517472254,      -2.045710789,       1.431481395,      -4.060288967
          0,           0,         780,      -3.981039208,      -1.522021614,      -2.051062122,       1.424896127,      -4.060983303
          0,           0,         781,      -3.987491597,      -1.526463739,      -2.056160521,       1.418381089,       -4.06170773
          0,           0,         782,      -3.993830231,      -1.530785828,      -2.060921624,       1.411995388,      -4.062463776
          0,           0,         783,      -3.999965823,      -1.534974057,      -2.065305248,       1.405853193,      -4.063253008
          0,           0,         784,      -4.005904479,      -1.539017821,        -2.0693144,       1.399946189,      -4.064077036
          0,           0,         785,      -4.011657789,      -1.542914068,      -2.072943695,       1.394252487,      -4.064937518
          0,           0,         786,       -4.01722695,      -1.546661435,      -2.076196397,       1.388761939,      -4.065836134
          0,           0,         787,      -4.022606875,      -1.550255681,       -2.07908584,       1.383473394,      -4.066774616
          0,           0,         788,      -4.027794121,      -1.553689995,      -2.081620979,       1.378385813,      -4.067754725
          0,           0,         789,      -4.032787374,      -1.556957906,      -2.083807574,        1.37349739,       -4.06877827
          0,           0,         790,      -4.037585747,      -1.560052686,      -2.085640672,       1.368806796,       -4.06984703
          0,           0,         791,      -4.042186142,      -1.562966399,      -2.087116667,       1.364316212,      -4.070962822
          0,           0,         792,      -4.046584711,      -1.565686924,      -2.088230465,       1.360028235,      -4.072127453
          0,           0,         793,      -4.050774591,      -1.568210309,      -2.088969812,       1.355949671,       -4.07334263
          0,           0,         794,      -4.054745786,      -1.570533017,      -2.089320648,       1.352091349,       -4.07460953
          0,           0,         795,      -4.058488115,      -1.572651459,      -2.089275064,       1.348464506,      -4.075927229
          0,           0,         796,      -4.061990759,      -1.574563168,      -2.088830494,       1.345080919,      -4.077306445
          0,           0,         797,      -4.065242843,       -1.57626763,       -2.08798795,       1.341952258,      -4.078744518
          0,           0,         798,      -4.068235004,      -1.577763591,       -2.08675081,       1.339088015,      -4.080240883
          0,           0,         799,      -4.070953903,      -1.579052883,      -2.085121541,       1.336502387,       -4.08180231
          0,           0,         800,      -4.073393055,      -1.580138703,      -2.083104571,       1.334201399,      -4.083428269
          0,           0,         801,      -4.075545212,        -1.5810194,      -2.080705464,       1.332192073,      -4.085120682
          0,           0,         802,      -4.077403039,      -1.581698631,      -2.077937078,       1.330481711,       -4.08688398
          0,           0,         803,      -4.078958911,      -1.582180826,       -2.07479683,       1.329078065,      -4.088717355
          0,           0,         804,        -4.0802054,      -1.582468709,      -2.071298251,       1.327988876,      -4.090620616
          0,           0,         805,      -4.081134508,       -1.58257041,      -2.067460927,       1.327222391,      -4.092596805
          0,           0,         806,      -4.081738772,      -1.582500312,       -2.06330791,       1.326785905,      -4.094648206
          0,           0,         807,      -4.082012397,      -1.582246654,      -2.058872956,       1.326684303,      -4.096776686
          0,           0,         808,       -4.08195794,      -1.581816569,      -2.054184858,        1.32691246,      -4.098983941
          0,           0,         809,      -4.081577335,      -1.581220844,      -2.049268354,       1.327466952,      -4.101271748
          0,           0,         810,      -4.080876112,        -1.5804695,      -2.044137716,       1.328341362,      -4.103641771
          0,           0,         811,      -4.079854233,      -1.579570958,        -2.0388064,       1.329536539,      -4.106095642
          0,           0,         812,      -4.078511891,       -1.57853629,      -2.033280003,       1.331052525,      -4.108634945
          0,           0,         813,      -4.076849711,      -1.577375543,       -2.02757161,       1.332888598,      -4.111261228
          0,           0,         814,      -4.074869597,      -1.576099229,       -2.02169266,       1.335042078,      -4.113975991
          0,           0,         815,      -4.072573064,      -1.574718121,      -2.015661839,       1.337511335,      -4.116780682
          0,           0,         816,      -4.069964175,      -1.573242484,      -2.009500136,       1.340291467,       -4.11967669
          0,           0,         817,      -4.067048037,      -1.571682357,      -2.003228228,        1.34337634,      -4.122665351
          0,           0,         818,      -4.063832864,       -1.57004829,      -1.996860266,       1.346756062,      -4.125747941
          0,           0,         819,       -4.06032764,      -1.568350585,      -1.990412138,       1.350420491,      -4.128925673
          0,           0,         820,      -4.056543409,      -1.566599178,      -1.983901979,       1.354357626,      -4.132199698
          0,           0,         821,      -4.052492176,      -1.564803535,      -1.977347005,       1.358554495,      -4.135571098
          0,           0,         822,      -4.048187898,      -1.562972721,      -1.970765765,       1.362995904,      -4.139040896
          0,           0,         823,      -4.043644224,      -1.561115394,      -1.964173701,       1.367667657,      -4.142610025
          0,           0,         824,      -4.038876542,      -1.559240523,      -1.957587701,       1.372553315,      -4.146279347
          0,           0,         825,      -4.033900894,      -1.557354984,      -1.951022274,       1.377636091,      -4.150049648
          0,           0,         826,      -4.028733315,      -1.555466873,      -1.944491156,       1.382899401,      -4.153921641
          0,           0,         827,      -4.023389869,       -1.55358379,      -1.938007579,       1.388326835,      -4.157895956
          0,           0,         828,      -4.017886815,      -1.551713223,       -1.93158324,       1.393901732,      -4.161973143
          0,           0,         829,      -4.012240336,      -1.549860632,      -1.925228132,        1.39960761,      -4.166153646
          0,           0,         830,      -4.006467854,      -1.548030486,      -1.918954447,       1.405426457,       -4.17043785
          0,           0,         831,      -4.000586321,      -1.546227904,      -1.912773438,       1.411340906,       -4.17482604
          0,           0,         832,      -3.994608423,      -1.544458136,       -1.90668907,       1.417338981,       -4.17931839
          0,           0,         833,      -3.988549642,       -1.54272481,      -1.900705796,       1.423405507,      -4.183915006
          0,           0,         834,      -3.982424858,      -1.541032343,      -1.894826784,       1.429525625,      -4.188615793
          0,           0,         835,      -3.976247829,      -1.539384979,      -1.889056601,       1.435685467,      -4.193420727
          0,           0,         836,      -3.970032134,      -1.537785109,      -1.883399871,       1.441871424,      -4.198329557
          0,           0,         837,      -3.963790542,      -1.536235526,       -1.87786094,       1.448070785,      -4.203341921
          0,           0,         838,      -3.957535243,      -1.534735945,      -1.872445978,       1.454271509,      -4.208457423
          0,           0,         839,       -3.95127617,      -1.533286956,      -1.867161504,       1.460464357,      -4.213675519
          0,           0,         840,      -3.945026323,       -1.53190157,      -1.862010318,       1.466635923,      -4.218995542
          0,           0,         841,      -3.938797307,      -1.530573229,      -1.856996271,       1.472775057,      -4.224416711
          0,           0,         842,      -3.932599155,      -1.529307105,      -1.852122311,       1.478872233,      -4.229938111
          0,           0,         843,       -3.92644013,      -1.528107175,      -1.847389647,       1.484920025,      -4.235558658
          0,           0,         844,      -3.920331775,      -1.526972359,       -1.84279938,       1.490906921,      -4.241277251
          0,           0,         845,      -3.914284058,      -1.525908962,      -1.838353242,       1.496823211,      -4.247092665
          0,           0,         846,      -3.908304916,      -1.524908936,      -1.834051904,       1.502661603,      -4.253003506
          0,           0,         847,      -3.902411718,      -1.523973501,      -1.829883892,       1.508398044,      -4.259008262
          0,           0,         848,      -3.896613077,      -1.523094353,      -1.825804482,       1.514018381,      -4.265105151
          0,           0,         849,      -3.890906997,       -1.52228206,      -1.821899394,        1.51953469,      -4.271292222
          0,           0,         850,      -3.885300755,      -1.521546197,       -1.81821334,       1.524946244,      -4.277567561
          0,           0,         851,      -3.879800435,       -1.52087962,      -1.814753937,       1.530248861,      -4.283929091
          0,           0,         852,      -3.874407274,      -1.520269788,      -1.811504998,       1.535442281,      -4.290374236
          0,           0,         853,      -3.869146924,      -1.519713182,      -1.808466903,       1.540494382,      -4.296900708
          0,           0,         854,      -3.864017687,      -1.519209605,      -1.805573664,       1.545405735,      -4.303506092
          0,           0,         855,      -3.858996077,      -1.518757787,      -1.802743179,       1.550207858,      -4.310187708
          0,           0,         856,      -3.854084828,      -1.518359499,      -1.800002113,       1.554902481,      -4.316942883
          0,           0,         857,      -3.849284784,      -1.518014722,      -1.797375285,       1.559487759,      -4.323766755
          0,           0,         858,      -3.844596394,      -1.517718885,      -1.794883712,       1.563960692,      -4.330659663
          0,           0,         859,      -3.840021504,      -1.517472216,      -1.792543372,       1.568317323,      -4.337620084
          0,           0,         860,       -3.83556338,      -1.517274378,      -1.790364344,       1.572553454,      -4.344640706
          0,           0,         861,      -3.831225353,      -1.517126593,      -1.788349251,       1.576665932,      -4.351717485
          0,           0,         862,      -3.827011219,       -1.51702492,      -1.786499871,       1.580651447,      -4.358843899
          0,           0,         863,      -3.822924316,       -1.51696636,       -1.78481433,       1.584507048,      -4.366016221
          0,           0,         864,      -3.818969181,      -1.516950102,      -1.783296565,       1.588227813,      -4.373229819
          0,           0,         865,      -3.815149164,      -1.516972746,       -1.78194738,       1.591810058,      -4.380478766
          0,           0,         866,      -3.811460735,      -1.517032917,      -1.780754062,        1.59525848,      -4.387759286
          0,           0,         867,      -3.807904433,      -1.517131238,      -1.779712294,       1.598573789,      -4.395066482
          0,           0,         868,      -3.804483682,      -1.517263635,      -1.778820924,       1.601752484,      -4.402394778
          0,           0,         869,      -3.801200815,      -1.517425665,      -1.778078613,       1.604792368,      -4.409713989
          0,           0,         870,       -3.79805774,      -1.517615418,      -1.777483657,       1.607691712,      -4.417027976
          0,           0,         871,      -3.795055482,      -1.517832612,      -1.777032304,       1.610449826,      -4.424363438
          0,           0,         872,      -3.792194405,      -1.518075655,      -1.776722276,       1.613066947,      -4.431704875
          0,           0,         873,      -3.789474802,       -1.51834595,      -1.776556109,       1.615543229,      -4.439041085
          0,           0,         874,      -3.786897219,      -1.518636682,      -1.776531346,       1.617878319,      -4.446363954
          0,           0,         875,       -3.78446202,       -1.51894903,       -1.77664668,       1.620072104,      -4.453666459
          0,           0,         876,      -3.782169369,      -1.519277497,      -1.776902386,       1.622124645,      -4.460941895
          0,           0,         877,      -3.780019441,      -1.519622637,      -1.777299477,       1.624035883,      -4.468183756
          0,           0,         878,      -3.778021287,      -1.519983938,      -1.777928271,       1.625793646,       -4.47538531
          0,           0,         879,       -3.77617137,      -1.520363085,      -1.778810563,       1.627399955,      -4.482539847
          0,           0,         880,      -3.774462269,      -1.520756279,      -1.779871721,       1.628865502,       -4.48964075
          0,           0,         881,      -3.772901117,      -1.521217539,      -1.781081755,       1.630187119,      -4.496681209
          0,           0,         882,      -3.771491031,      -1.521854168,      -1.782449698,       1.631362324,      -4.503654424
          0,           0,         883,      -3.770224987,      -1.522546686,      -1.783963957,       1.632399591,      -4.510553144
          0,           0,         884,      -3.769109529,      -1.523285214,      -1.785612585,       1.633287043,      -4.517370361
          0,           0,         885,      -3.768189662,      -1.524001001,      -1.787487811,        1.63396647,      -4.524100186
          0,           0,         886,      -3.767432756,      -1.524691257,      -1.789445332,       1.634473182,      -4.530735572
          0,           0,         887,      -3.766966857,      -1.525382764,       -1.79141259,       1.634652493,      -4.537269602
          0,           0,         888,      -3.766918912,      -1.526055223,      -1.793035603,       1.634315976,      -4.543695921
          0,           0,         889,       -3.76728256,      -1.526661725,      -1.794705952,       1.633478681,      -4.550008841
          0,           0,         890,      -3.767666533,      -1.527136383,      -1.796616369,       1.632634762,      -4.556202794
          0,           0,         891,      -3.768160308,      -1.527487186,      -1.798671378,       1.631699557,      -4.562272292
          0,           0,         892,       -3.76873635,      -1.527749528,      -1.800819409,       1.630706826,      -4.568212127
          0,           0,         893,      -3.769436149,      -1.527953086,      -1.803210886,       1.629607444,      -4.574017951
          0,           0,         894,      -3.770266991,      -1.528114699,      -1.805952915,       1.628396992,      -4.579685631
          0,           0,         895,      -3.771213112,      -1.528236187,      -1.809031352,       1.627101926,      -4.585211097
          0,           0,         896,      -3.772264207,      -1.528306639,      -1.812368353,       1.625736101,      -4.590590588
          0,           0,         897,      -3.773425328,      -1.528327731,       -1.81589752,       1.624291643,      -4.595820732
          0,           0,         898,      -3.774715019,      -1.528328985,      -1.819592443,       1.622742226,      -4.600898655
          0,           0,         899,      -3.776153302,      -1.528347323,      -1.823462633,        1.62105937,      -4.605822166
          0,           0,         900,      -3.777755222,      -1.528425126,      -1.827531259,       1.619220286,      -4.610589642
          0,           0,         901,      -3.779528611,      -1.528579713,      -1.831817246,          1.617212,      -4.615199936
          0,           0,         902,      -3.781473398,      -1.528817278,      -1.836324172,       1.615033112,      -4.619652454
          0,           0,         903,      -3.783585439,      -1.529156942,      -1.841085784,       1.612686894,      -4.623947377
          0,           0,         904,      -3.785855904,      -1.529611002,      -1.846082253,       1.610179872,      -4.628085133
          0,           0,         905,      -3.788288025,       -1.53021429,      -1.851250488,       1.607512699,       -4.63206666
          0,           0,         906,      -3.790881586,      -1.530944889,      -1.856569145,       1.604690222,      -4.635893339
          0,           0,         907,      -3.793638871,      -1.531812416,      -1.862027492,       1.601711066,      -4.639567251
          0,           0,         908,      -3.796559051,      -1.532816487,      -1.867613102,       1.598576946,      -4.643090574
          0,           0,         909,      -3.799627161,      -1.533955769,      -1.873319118,       1.595306065,      -4.646465783
          0,           0,         910,      -3.802809698,      -1.535233417,      -1.879161235,       1.591923123,      -4.649695537
          0,           0,         911,      -3.806153204,      -1.536647415,      -1.885043975,       1.588359583,      -4.652782997
          0,           0,         912,      -3.809662611,      -1.538206633,      -1.891036722,       1.584639979,      -4.655731861
          0,           0,         913,       -3.81334692,      -1.539914754,      -1.897168278,       1.580766324,       -4.65854601
          0,           0,         914,      -3.817209361,      -1.541770256,      -1.903455592,       1.576735434,      -4.661229575
          0,           0,         915,      -3.821251835,      -1.543768803,      -1.909923194,       1.572540447,      -4.663786698
          0,           0,         916,      -3.825472036,      -1.545904287,      -1.916581324,       1.568179827,      -4.666221717
          0,           0,         917,      -3.829866572,      -1.548168427,      -1.923425334,       1.563655328,      -4.668538398
          0,           0,         918,      -3.834432385,      -1.550553733,      -1.930440468,       1.558969949,      -4.670741025
          0,           0,         919,       -3.83916786,      -1.553052247,      -1.937608405,        1.55412615,      -4.672833976
          0,           0,         920,       -3.84407234,      -1.555656981,      -1.944913862,       1.549125189,      -4.674821698
          0,           0,         921,      -3.849146447,      -1.558362226,      -1.952346333,       1.543966197,      -4.676708692
          0,           0,         922,       -3.85439091,      -1.561162478,      -1.959902782,       1.538648202,       -4.67849946
          0,           0,         923,       -3.85980707,      -1.564052501,      -1.967586869,       1.533169333,      -4.680198505
          0,           0,         924,      -3.865396565,      -1.567028278,      -1.975406758,       1.527527169,      -4.681810304
          0,           0,         925,      -3.871161938,      -1.570086219,      -1.983371742,       1.521718184,       -4.68333929
          0,           0,         926,      -3.877105808,      -1.573222386,      -1.991487884,       1.515738907,      -4.684789821
          0,           0,         927,      -3.883230342,      -1.576434296,      -1.999759633,       1.509586626,      -4.686166327
          0,           0,         928,      -3.889536999,      -1.579719993,      -2.008188756,       1.503259668,      -4.687472911
          0,           0,         929,      -3.896026622,      -1.583077883,      -2.016774738,        1.49675718,      -4.688713618
          0,           0,         930,      -3.902699473,      -1.586506917,      -2.025515331,       1.490079002,      -4.689892327
          0,           0,         931,      -3.909555362,      -1.590006984,      -2.034407628,       1.483225463,       -4.69101289
          0,           0,         932,      -3.916593486,      -1.593576145,      -2.043446725,        1.47619753,      -4.692079025
          0,           0,         933,      -3.923812739,       -1.59721388,      -2.052627359,       1.468996545,      -4.693094326
          0,           0,         934,       -3.93121192,      -1.600919967,      -2.061943262,       1.461623956,      -4.694062227
          0,           0,         935,      -3.938789424,      -1.604694138,      -2.071386914,       1.454081721,      -4.694986019
          0,           0,         936,      -3.946543726,      -1.608535714,      -2.080949748,       1.446371726,       -4.69586889
          0,           0,         937,      -3.954473248,       -1.61244435,      -2.090621654,       1.438495903,      -4.696713842
          0,           0,         938,      -3.962688399,      -1.616421701,      -2.100417672,       1.430302703,      -4.697523604
          0,           0,         939,      -3.971232407,       -1.62046808,      -2.110293732,       1.421719584,      -4.698301075
          0,           0,         940,      -3.979920192,      -1.624575731,      -2.120189368,       1.413009232,      -4.699049074
          0,           0,         941,      -3.988770159,      -1.628744961,      -2.130142349,       1.404183958,      -4.699770159
          0,           0,         942,      -3.997804776,      -1.632981915,      -2.140196787,       1.395222679,      -4.700466623
          0,           0,         943,      -4.007025477,      -1.637287767,      -2.150374377,       1.386115618,      -4.701140762
          0,           0,         944,      -4.016418207,      -1.641652503,      -2.160662244,       1.376867733,      -4.701794997
          0,           0,         945,       -4.02596372,      -1.646073314,      -2.171020442,        1.36749083,       -4.70243154
          0,           0,         946,      -4.035648112,      -1.650545406,       -2.18139556,       1.357993901,      -4.703052138
          0,           0,         947,       -4.04546228,      -1.655064769,      -2.191737201,       1.348383802,      -4.703658637
          0,           0,         948,      -4.055401502,      -1.659626515,      -2.202003464,       1.338664982,      -4.704252689
          0,           0,         949,      -4.065465247,      -1.664233102,      -2.212158303,       1.328838539,      -4.704835664
          0,           0,         950,      -4.075654035,      -1.668884242,      -2.222180893,       1.318904874,      -4.705408998
          0,           0,         951,      -4.085968358,      -1.673579817,      -2.232048812,       1.308864281,      -4.705974362
          0,           0,         952,      -4.096407074,      -1.678319823,      -2.241744039,       1.298718816,      -4.706532863
          0,           0,         953,      -4.106966621,      -1.683102911,      -2.251252965,       1.288473237,      -4.707085632
          0,           0,         954,      -4.117642449,      -1.687928284,      -2.260562926,       1.278133105,      -4.707633735
          0,           0,         955,      -4.128429375,      -1.692794908,      -2.269664487,        1.26770453,      -4.708178383
          0,           0,         956,      -4.139321254,      -1.697702319,      -2.278548365,        1.25719473,      -4.708720452
          0,           0,         957,      -4.150312177,       -1.70264987,      -2.287205885,       1.246610353,      -4.709260691
          0,           0,         958,      -4.161394743,      -1.707636412,      -2.295628389,        1.23596011,      -4.709799962
          0,           0,         959,      -4.172561405,      -1.712661418,      -2.303806089,       1.225252802,      -4.710338505
          0,           0,         960,      -4.183803643,      -1.717723913,      -2.311730052,       1.214498453,      -4.710876578
          0,           0,         961,      -4.195111607,      -1.722820481,      -2.319396379,        1.20370858,      -4.711415906
          0,           0,         962,      -4.206476986,      -1.727952855,      -2.326798775,       1.192892315,      -4.711956837
          0,           0,         963,      -4.217890568,      -1.733117708,      -2.333932922,       1.182059971,      -4.712499932
          0,           0,         964,      -4.229341784,      -1.738313657,       -2.34079634,       1.171223103,      -4.713045696
          0,           0,         965,      -4.240819177,      -1.743539147,      -2.347386572,       1.160393942,      -4.713594545
          0,           0,         966,      -4.252308645,      -1.748792318,      -2.353702805,       1.149587604,      -4.714146877
