"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         346,      -4.774727505,      -3.149932572,       -3.57004727,       -3.96318828,      0.3588864315
          0,           0,         347,      -4.780731741,      -3.152451408,      -3.572125267,      -3.961704306,      0.3364845887
          0,           0,         348,       -4.78723222,      -3.154500267,      -3.573933597,       -3.96015181,      0.3163827283
          0,           0,         349,      -4.794440571,      -3.155964365,      -3.575814097,      -3.958488641,      0.2953795516
          0,           0,         350,      -4.802643431,      -3.156740698,      -3.577811008,      -3.956723509,      0.2666821463
          0,           0,         351,      -4.812187476,      -3.156750435,      -3.579697372,      -3.954869546,      0.2444302111
          0,           0,         352,      -4.823445277,      -3.155945145,      -3.581096554,      -3.952900681,      0.2305071566
          0,           0,         353,      -4.836756191,      -3.154326704,      -3.581665162,      -3.950706062,      0.2225575585
          0,           0,         354,      -4.852375038,       -3.15194692,      -3.581250113,       -3.94816907,      0.2320330885
          0,           0,         355,      -4.870401398,      -3.148896914,       -3.57994664,      -3.945716889,      0.2574666477
          0,           0,         356,      -4.890711622,      -3.145313006,      -3.578100273,      -3.943257581,       0.280035177
          0,           0,         357,      -4.912873634,      -3.141374316,      -3.576179823,      -3.940744033,      0.3032716005
          0,           0,         358,      -4.936061752,      -3.137276992,      -3.574610208,      -3.938139468,      0.3232220231
          0,           0,         359,      -4.958987666,       -3.13322024,      -3.573647029,      -3.935393133,      0.3416740823
          0,           0,         360,      -4.979882936,      -3.129385118,      -3.573345204,      -3.932476581,      0.3561387696
          0,           0,         361,      -4.996644132,      -3.125920082,      -3.573568613,      -3.929412906,      0.3657667435
          0,           0,         362,      -5.007214723,      -3.122931602,      -3.574064227,      -3.926106147,      0.3632120416
          0,           0,         363,      -5.010168004,      -3.120465588,      -3.574552775,      -3.922587834,      0.2579586471
          0,           0,         364,      -5.005214175,      -3.118500303,      -3.574841252,      -3.918930529,        0.25239267
          0,           0,         365,      -4.993295729,      -3.116953584,      -3.574864913,       -3.91517348,      0.2524808634
          0,           0,         366,      -4.976210981,      -3.115682923,      -3.574652789,      -3.911327826,      0.2505169614
          0,           0,         367,      -4.956018681,       -3.11450495,      -3.574293328,      -3.907380275,       0.248099183
          0,           0,         368,      -4.934554606,      -3.113217829,      -3.573880181,      -3.903347884,      0.2450726518
          0,           0,         369,      -4.913197344,      -3.111624012,      -3.573443135,      -3.899378971,      0.2425340929
          0,           0,         370,      -4.892837491,      -3.109555885,      -3.572966668,      -3.895282853,      0.2414574687
          0,           0,         371,       -4.87395589,      -3.106887103,      -3.572420237,       -3.89114841,      0.2424533888
          0,           0,         372,      -4.856730246,      -3.103552436,      -3.571802687,      -3.886955265,      0.2459823245
          0,           0,         373,      -4.841142177,      -3.099550175,      -3.571172004,      -3.882628933,      0.2519109873
          0,           0,         374,      -4.827069772,      -3.094932076,      -3.570620462,      -3.878187226,      0.2598657589
          0,           0,         375,      -4.814354203,      -3.089797189,      -3.570269575,      -3.873607541,      0.2690502676
          0,           0,         376,      -4.802842679,      -3.084272757,      -3.570228513,      -3.868947544,      0.2787142733
          0,           0,         377,      -4.792410374,      -3.078503618,      -3.570545012,      -3.864321129,      0.2881127725
          0,           0,         378,      -4.782965766,      -3.072642057,       -3.57120308,      -3.859859448,      0.2966151032
          0,           0,         379,      -4.774445883,       -3.06683742,      -3.572152128,      -3.855540188,      0.3040266286
          0,           0,         380,      -4.766807202,      -3.061222737,      -3.573305875,      -3.851486211,       0.310280029
          0,           0,         381,      -4.760018468,      -3.055915176,      -3.574585748,      -3.847918573,       0.315150015
          0,           0,         382,      -4.754059162,      -3.051020542,      -3.575910929,      -3.844746096,      0.3185574456
          0,           0,         383,      -4.748924917,       -3.04662772,       -3.57724599,      -3.842035769,       0.320556011
          0,           0,         384,      -4.744633795,      -3.042804673,      -3.578598183,      -3.840020431,      0.3213910289
          0,           0,         385,      -4.741229138,      -3.039611415,      -3.579985206,      -3.838772953,      0.3214608649
          0,           0,         386,      -4.738781455,      -3.037095209,      -3.581436927,      -3.838139482,      0.3213917025
          0,           0,         387,      -4.737382564,      -3.035290758,      -3.583020806,      -3.838139258,      0.3217097899
          0,           0,         388,      -4.737137913,      -3.034225672,       -3.58477534,      -3.838706499,      0.3232906075
          0,           0,         389,      -4.738162666,       -3.03391507,      -3.586761613,      -3.839653186,      0.3267902549
          0,           0,         390,      -4.740569663,      -3.034372745,      -3.589044158,      -3.840824905,      0.3320619038
          0,           0,         391,      -4.744469883,      -3.035606908,      -3.591638684,       -3.84204472,      0.3403382567
          0,           0,         392,      -4.749964409,      -3.037618479,      -3.594568295,      -3.842898264,      0.3504672695
          0,           0,         393,       -4.75713849,      -3.040406812,      -3.597794104,      -3.842971805,      0.3641585103
          0,           0,         394,      -4.766046935,      -3.043978617,       -3.60131347,      -3.841908286,      0.3810664364
          0,           0,         395,      -4.776705638,      -3.048309217,       -3.60507506,      -3.838620464,      0.4008826463
          0,           0,         396,      -4.789065978,      -3.053381909,       -3.60900493,      -3.832368303,      0.4228958306
          0,           0,         397,       -4.80299716,      -3.059182416,      -3.613110903,      -3.822713126,      0.4449794286
          0,           0,         398,      -4.818239425,      -3.065689628,      -3.617450636,      -3.809324697,      0.4668285756
          0,           0,         399,      -4.834384651,      -3.072900643,      -3.622177305,       -3.79328348,      0.4869781246
          0,           0,         400,      -4.850833667,      -3.080759605,      -3.627417888,      -3.774544261,      0.5051853256
          0,           0,         401,      -4.866780782,      -3.089255557,      -3.633175611,      -3.754136567,      0.5198233402
          0,           0,         402,       -4.88125059,      -3.098363211,      -3.639412585,      -3.732412974,      0.5301216002
          0,           0,         403,      -4.893206961,      -3.107999178,       -3.64592735,       -3.71044436,      0.5338805263
          0,           0,         404,      -4.901745143,      -3.118150845,      -3.652522449,      -3.690209218,      0.5256279641
          0,           0,         405,      -4.906345334,      -3.128659753,      -3.658719551,      -3.671178025,      0.4604867282
          0,           0,         406,      -4.907032361,      -3.139301377,      -3.664087262,      -3.652851826,      0.2902641416
          0,           0,         407,      -4.904424897,      -3.149821885,      -3.667914221,      -3.636819508,      0.1481217799
          0,           0,         408,      -4.899641179,       -3.15970173,      -3.669976252,      -3.622374637,      0.1404962227
          0,           0,         409,      -4.894120793,      -3.168533677,        -3.6700301,      -3.610195259,      0.1474521688
          0,           0,         410,       -4.88934188,      -3.175957962,      -3.667543908,       -3.60125722,      0.1573727752
          0,           0,         411,      -4.886699996,      -3.181560008,      -3.662717058,      -3.595690867,      0.1845357452
          0,           0,         412,      -4.887379659,      -3.185205956,      -3.655391736,      -3.593349616,      0.2309777103
          0,           0,         413,      -4.892081667,      -3.186871846,      -3.645470977,      -3.593510367,      0.2762721045
          0,           0,         414,      -4.901185336,      -3.186588141,      -3.633023034,      -3.595900028,      0.3172766446
          0,           0,         415,      -4.915061975,      -3.184734277,      -3.618365497,        -3.5989414,      0.3550852192
          0,           0,         416,      -4.933723184,       -3.18173921,      -3.602008829,      -3.601542373,      0.3860564603
          0,           0,         417,      -4.957009122,      -3.178125162,      -3.584306645,      -3.602432291,      0.4128674407
          0,           0,         418,      -4.983935419,      -3.174530515,      -3.565620861,      -3.603729936,      0.4365794332
          0,           0,         419,      -5.012314649,      -3.171301047,      -3.546815675,      -3.606273468,      0.4585324004
          0,           0,         420,      -5.038586231,      -3.168439513,      -3.528356322,      -3.603978558,      0.4768347114
          0,           0,         421,      -5.057875516,      -3.166583567,      -3.510405347,      -3.599443034,      0.4748793633
          0,           0,         422,      -5.064758614,      -3.165272146,       -3.49312612,      -3.592869989,      0.4644822116
          0,           0,         423,      -5.055837617,      -3.164727571,      -3.476198614,      -3.584327506,      0.4526758664
          0,           0,         424,      -5.031863144,      -3.165953595,       -3.45974435,      -3.574698094,      0.4241153849
          0,           0,         425,      -4.997738757,      -3.167973229,      -3.444245676,      -3.562793213,       0.378570182
          0,           0,         426,      -4.958438682,      -3.170443498,       -3.42997842,      -3.549010142,      0.3132642928
          0,           0,         427,      -4.917910283,      -3.173736269,      -3.416665254,      -3.534419204,      0.1994085667
          0,           0,         428,      -4.879233826,      -3.177620334,      -3.404415117,      -3.520088379,    -0.02463430058
          0,           0,         429,      -4.843555626,      -3.182357805,      -3.393177539,      -3.507167927,    -0.07234514546
          0,           0,         430,      -4.811424544,      -3.187743877,      -3.383337326,       -3.49522617,      0.1295894801
          0,           0,         431,      -4.783174172,      -3.192855782,      -3.375142705,      -3.484366922,      0.3196001689
          0,           0,         432,      -4.758602356,      -3.197681618,      -3.368728382,      -3.474848336,      0.4613867075
          0,           0,         433,      -4.737060353,      -3.202289827,      -3.364035537,      -3.467808706,      0.5474450204
          0,           0,         434,      -4.718447183,      -3.206704499,      -3.361351153,      -3.464369303,      0.5676661135
          0,           0,         435,       -4.70252749,       -3.21089969,       -3.36155283,      -3.462742544,      0.6078706923
          0,           0,         436,      -4.688148532,      -3.214545766,      -3.364353207,      -3.460735566,      0.6414930227
          0,           0,         437,      -4.674334153,      -3.217865034,      -3.369084881,      -3.459231021,      0.6653266595
          0,           0,         438,      -4.660441685,      -3.221457719,       -3.37603109,      -3.459807597,      0.6702489686
          0,           0,         439,      -4.646485929,      -3.224187003,      -3.385230703,      -3.463317936,      0.6566190316
          0,           0,         440,       -4.63272559,      -3.226266887,      -3.396938269,      -3.469123392,      0.6287915662
          0,           0,         441,      -4.619517758,       -3.22788357,      -3.410173758,      -3.475452861,      0.5847515254
          0,           0,         442,      -4.607057616,      -3.229393845,      -3.423296535,      -3.481001905,      0.5207562185
          0,           0,         443,      -4.595467477,      -3.233056304,      -3.437358569,      -3.485468087,      0.4345351721
          0,           0,         444,      -4.585110826,      -3.236788606,       -3.45437198,      -3.483517515,      0.3311853995
          0,           0,         445,      -4.576283218,      -3.239613346,       -3.47073444,       -3.47682966,      0.2053716538
          0,           0,         446,       -4.56947767,      -3.244901839,      -3.489917515,      -3.471547374,      0.0639753661
          0,           0,         447,      -4.564882075,      -3.249783384,      -3.511574546,      -3.461117264,    -0.06054160639
          0,           0,         448,      -4.562197817,      -3.257141588,      -3.535597914,      -3.454206551,     -0.1214265239
          0,           0,         449,      -4.561032622,      -3.263650948,      -3.562056924,      -3.449620615,     -0.1289103814
          0,           0,         450,      -4.561006881,       -3.27112032,      -3.591376464,      -3.449579207,     -0.1148944419
          0,           0,         451,      -4.561807501,      -3.280556873,      -3.622914997,       -3.45928257,     -0.1014284037
          0,           0,         452,      -4.563270441,       -3.28963586,      -3.657647972,      -3.473450879,    -0.09469077127
          0,           0,         453,      -4.565338695,      -3.299247008,      -3.696762793,      -3.492217021,    -0.09298815713
          0,           0,         454,      -4.567997746,      -3.308533019,      -3.738042826,       -3.51457526,    -0.09481570358
          0,           0,         455,      -4.571302263,      -3.317849247,      -3.779112189,      -3.537805686,    -0.09894751413
          0,           0,         456,       -4.57546915,      -3.326877676,      -3.816413256,      -3.559953862,     -0.1041301851
          0,           0,         457,       -4.58075778,      -3.335517989,      -3.846664556,      -3.578434822,     -0.1096754346
          0,           0,         458,      -4.587483586,      -3.343346434,      -3.866158079,      -3.589687142,     -0.1133217378
          0,           0,         459,      -4.595921908,      -3.350080286,      -3.873918641,       -3.59335936,     -0.1156729253
          0,           0,         460,      -4.606251321,       -3.35572149,      -3.868064705,      -3.592785303,     -0.1171327322
          0,           0,         461,      -4.618510646,      -3.360298553,      -3.850234763,      -3.590468977,     -0.1186845774
          0,           0,         462,      -4.632559296,      -3.363875851,      -3.825512288,      -3.586621582,      -0.122883611
          0,           0,         463,      -4.648101381,      -3.366536799,      -3.799569284,      -3.579693869,     -0.1312705552
          0,           0,         464,       -4.66458992,      -3.368832979,      -3.774359649,      -3.569602159,     -0.1315456926
          0,           0,         465,      -4.681173251,      -3.371887055,      -3.750755028,      -3.556106126,     -0.1224049427
          0,           0,         466,      -4.696576424,      -3.375786922,      -3.727881684,      -3.540357273,     -0.1242198924
          0,           0,         467,       -4.70907653,      -3.379268988,      -3.706262828,      -3.524310515,     -0.1104343368
          0,           0,         468,      -4.716798902,      -3.381467954,      -3.686733782,      -3.509072287,     -0.1325680569
          0,           0,         469,      -4.718145986,      -3.381227204,      -3.668570228,      -3.495097163,     -0.1128974537
          0,           0,         470,      -4.712411333,      -3.376649113,      -3.651170901,      -3.482664199,     -0.1100972947
          0,           0,         471,      -4.700285059,      -3.367883075,      -3.636540168,      -3.471559011,     -0.1137847395
          0,           0,         472,      -4.683872025,      -3.354909205,      -3.623338269,      -3.460992075,     -0.1257478447
          0,           0,         473,      -4.666139087,      -3.340441252,      -3.610932666,      -3.451796939,     -0.1524196261
          0,           0,         474,      -4.650082405,      -3.327401809,      -3.599395566,      -3.443669714,      -0.193627446
          0,           0,         475,      -4.637641614,      -3.317038664,      -3.588828979,      -3.435411181,     -0.2524829481
          0,           0,         476,      -4.629247946,      -3.310345489,      -3.579457273,      -3.427572265,     -0.3305357237
          0,           0,         477,      -4.624024752,      -3.306419546,      -3.571668553,       -3.42092814,     -0.4349042945
          0,           0,         478,      -4.620513012,      -3.303312141,      -3.565266151,      -3.415899399,      -0.493877004
          0,           0,         479,      -4.617355354,      -3.299472644,      -3.559719449,      -3.412949777,     -0.4911132105
          0,           0,         480,      -4.613584955,      -3.292925852,      -3.557082276,      -3.411663219,      -0.496350454
          0,           0,         481,      -4.608395094,       -3.28357895,      -3.556206926,       -3.41261163,     -0.5114892565
          0,           0,         482,      -4.601283214,      -3.272304241,      -3.559075133,      -3.415758303,     -0.4632682273
          0,           0,         483,      -4.592864395,      -3.260776292,      -3.563878981,      -3.421912274,     -0.2999175974
          0,           0,         484,       -4.58402727,      -3.249574635,      -3.567806401,      -3.429412299,     -0.1257357475
          0,           0,         485,      -4.575658804,      -3.240153018,      -3.569493099,      -3.439061656,     0.01786768451
          0,           0,         486,      -4.568564311,      -3.233537181,      -3.567524404,       -3.45126011,      0.1308704821
          0,           0,         487,      -4.563308763,      -3.230368688,      -3.561293553,      -3.465354367,      0.1997556477
          0,           0,         488,       -4.56008526,      -3.231619762,      -3.549763866,      -3.480595737,      0.2244304403
          0,           0,         489,      -4.558377058,      -3.237942514,      -3.530428773,      -3.496752018,      0.1939711252
          0,           0,         490,      -4.557111649,      -3.249861799,       -3.50204798,      -3.513201301,     0.08164014211
          0,           0,         491,      -4.555235614,      -3.267579731,       -3.47158653,      -3.531471494,     -0.1751414834
          0,           0,         492,      -4.552016525,      -3.289803938,      -3.441209118,      -3.553344955,     -0.1694489919
          0,           0,         493,      -4.547632671,      -3.313527133,      -3.408919488,      -3.575113465,       0.224494821
          0,           0,         494,      -4.543091774,       -3.33658577,      -3.377232745,      -3.598149912,      0.4060337248
          0,           0,         495,      -4.539660926,      -3.355552605,      -3.349859213,      -3.621701706,      0.4945997692
          0,           0,         496,      -4.538437928,       -3.36953724,      -3.332397568,      -3.648354437,      0.5251696399
          0,           0,         497,      -4.540384872,      -3.378573918,      -3.323335123,      -3.673984256,       0.491776623
          0,           0,         498,      -4.545300461,      -3.385161513,      -3.316598806,      -3.690579191,      0.4007368867
          0,           0,         499,      -4.551764607,       -3.38884026,      -3.317154906,      -3.701048547,      0.2623730646
          0,           0,         500,      -4.558823791,      -3.392874656,      -3.319962848,      -3.704579793,     0.09893226645
          0,           0,         501,      -4.565422438,      -3.396152734,      -3.326749448,      -3.701493337,    -0.07736798673
          0,           0,         502,      -4.571161495,      -3.400544316,      -3.334513351,      -3.692326805,     -0.2318962379
          0,           0,         503,      -4.575623025,      -3.404000345,      -3.346582987,      -3.682380592,     -0.3287530508
          0,           0,         504,      -4.579257202,      -3.407183912,      -3.355827616,      -3.672151235,      -0.368967835
          0,           0,         505,      -4.582295925,       -3.41157068,      -3.367391883,      -3.663187605,     -0.3850626349
          0,           0,         506,      -4.585852735,      -3.415390268,      -3.377972752,      -3.653100753,     -0.4045949499
          0,           0,         507,      -4.589589196,      -3.419325043,      -3.390259306,      -3.645060086,     -0.4304632185
          0,           0,         508,      -4.593853434,      -3.423402989,      -3.406181324,      -3.637949063,     -0.4653978964
          0,           0,         509,      -4.598624084,      -3.427958831,      -3.424072261,      -3.630551067,     -0.5013506852
          0,           0,         510,      -4.604019876,      -3.433061065,      -3.441584761,      -3.623551415,     -0.5327116187
          0,           0,         511,       -4.60980067,      -3.437638272,      -3.459099201,      -3.615773658,      -0.553050302
          0,           0,         512,      -4.616540302,      -3.442514821,      -3.479733329,      -3.609802513,     -0.5592126544
          0,           0,         513,      -4.624624074,      -3.447185282,      -3.499847684,      -3.605307901,     -0.5487535272
          0,           0,         514,      -4.634351628,      -3.451898613,       -3.51804658,      -3.604377018,     -0.5259156907
          0,           0,         515,      -4.645665172,      -3.456169356,      -3.533546027,      -3.604156939,     -0.4774424234
          0,           0,         516,      -4.658768696,      -3.458402948,      -3.550249422,      -3.604027954,     -0.4270642261
          0,           0,         517,      -4.673572162,      -3.459446626,      -3.566215216,      -3.605132561,     -0.3678847875
          0,           0,         518,      -4.689641853,      -3.459577614,      -3.578543681,      -3.608319387,     -0.2909271583
          0,           0,         519,      -4.706793971,      -3.456432545,      -3.587444522,      -3.608900383,      -0.210550573
          0,           0,         520,       -4.72460231,      -3.450210498,      -3.595691653,      -3.609924869,     -0.1377919564
          0,           0,         521,      -4.742924757,      -3.441603503,      -3.603659238,      -3.610589181,    -0.07354646339
          0,           0,         522,      -4.762246186,      -3.430322029,      -3.611982719,      -3.611780423,    -0.01986392576
          0,           0,         523,      -4.783637341,      -3.418546075,      -3.620421427,      -3.612074701,     0.02112840179
          0,           0,         524,      -4.808586528,      -3.408072916,      -3.627836865,      -3.611905036,     0.05373634791
          0,           0,         525,      -4.838554818,      -3.399896114,       -3.63576003,      -3.612583791,     0.07392237002
          0,           0,         526,      -4.874117285,      -3.395769488,      -3.643450171,      -3.614319545,     0.07213259047
          0,           0,         527,      -4.914211731,      -3.394766594,       -3.65024815,      -3.618288076,     0.06496381458
          0,           0,         528,       -4.95537393,      -3.397111253,      -3.656820861,      -3.626160551,     0.06641405689
          0,           0,         529,      -4.991724199,      -3.402311376,      -3.662102029,      -3.637864993,     0.06001308578
          0,           0,         530,      -5.016994914,      -3.409656275,      -3.666141903,      -3.653946732,     0.00306817073
          0,           0,         531,      -5.027565088,      -3.417908492,      -3.669784604,      -3.670328091,    -0.08890571311
          0,           0,         532,      -5.024884454,      -3.427070695,      -3.670682621,      -3.686670297,     -0.2224503972
          0,           0,         533,      -5.014005711,       -3.43687735,      -3.669714669,      -3.702901559,     -0.3228883548
          0,           0,         534,      -5.000205661,      -3.446562899,      -3.668238665,      -3.718555843,     -0.2507283476
          0,           0,         535,      -4.986913116,      -3.456125121,      -3.664658165,      -3.733511478,     -0.1094046581
          0,           0,         536,      -4.976104042,      -3.465597905,      -3.659437599,      -3.747590385,    -0.02236350151
          0,           0,         537,      -4.968876499,      -3.473694098,      -3.653453338,      -3.760375071,     0.05282473071
          0,           0,         538,      -4.965947498,      -3.481490588,      -3.646306611,      -3.772857329,      0.1073261181
          0,           0,         539,      -4.968069551,      -3.487267672,      -3.641175254,      -3.784987183,     0.07306380264
          0,           0,         540,      -4.976006239,      -3.490598679,      -3.644837071,      -3.796881704,     0.02182356888
          0,           0,         541,       -4.99033687,      -3.492529617,      -3.652993795,      -3.809749578,     0.02489731215
          0,           0,         542,      -5.010848255,      -3.494307989,      -3.664099219,      -3.823834979,      0.0908495435
          0,           0,         543,      -5.035808661,      -3.497053517,      -3.676256835,      -3.840199913,      0.1575268011
          0,           0,         544,      -5.062195058,      -3.500523662,      -3.689368486,      -3.857987973,      0.1742253818
          0,           0,         545,      -5.085758383,      -3.504141879,      -3.703198781,      -3.874972516,      0.1535515496
          0,           0,         546,      -5.101709067,      -3.508120547,      -3.718129773,      -3.889086044,      0.1085889401
          0,           0,         547,      -5.106643971,      -3.512445528,      -3.734093516,      -3.899109392,      0.0503830264
          0,           0,         548,      -5.100229584,        -3.5171622,       -3.75057173,      -3.905539033,   -0.003144698425
          0,           0,         549,       -5.08532076,       -3.52214402,      -3.767075862,      -3.907305226,    -0.02987938354
          0,           0,         550,      -5.066043896,      -3.526933274,      -3.782805743,      -3.903603802,    -0.03661441043
          0,           0,         551,      -5.046053263,      -3.531197153,      -3.795420098,       -3.89320362,    -0.03787549203
          0,           0,         552,      -5.027681364,       -3.53438977,      -3.804449149,      -3.875655393,     -0.0452897611
          0,           0,         553,      -5.011884699,      -3.536683884,      -3.811034711,      -3.851981873,     -0.0591671962
          0,           0,         554,      -4.998930415,      -3.537651872,      -3.816621043,      -3.824703984,    -0.07165827172
          0,           0,         555,      -4.988619738,       -3.53786911,      -3.822421926,      -3.797204859,      -0.068873417
          0,           0,         556,      -4.980542685,       -3.53747321,      -3.829200147,      -3.771026504,    -0.05884819106
          0,           0,         557,      -4.974299732,      -3.536519548,      -3.839158244,      -3.747873115,    -0.06207824317
          0,           0,         558,       -4.96953097,      -3.535536546,      -3.852203551,      -3.728546737,    -0.09582437553
          0,           0,         559,      -4.966037032,      -3.535176359,      -3.868059977,      -3.714193473,     -0.1570990316
          0,           0,         560,      -4.963777656,      -3.535520323,      -3.885864311,      -3.704416617,     -0.2309413562
          0,           0,         561,      -4.962695076,      -3.536956791,      -3.905811121,      -3.698629502,     -0.2721639704
          0,           0,         562,      -4.962700928,      -3.539683499,      -3.926826532,       -3.69621457,     -0.2376474468
          0,           0,         563,       -4.96376074,      -3.543763016,      -3.948275781,      -3.696496906,     -0.1699780287
          0,           0,         564,      -4.965980642,      -3.548725861,       -3.96922656,      -3.698790604,     -0.1172280734
          0,           0,         565,      -4.969549435,      -3.554142981,      -3.989475244,      -3.702322405,    -0.09374484206
          0,           0,         566,      -4.974561748,      -3.559892311,      -4.009112676,      -3.706556917,    -0.09695301055
          0,           0,         567,      -4.981096724,      -3.565382868,      -4.028284651,      -3.711499698,     -0.1188973276
          0,           0,         568,      -4.989257859,      -3.571085996,      -4.048079961,      -3.717860612,     -0.1423828503
          0,           0,         569,      -4.999143452,       -3.57627465,      -4.066187551,      -3.725008788,     -0.1481486937
          0,           0,         570,      -5.010798299,      -3.581298928,      -4.083673701,      -3.732852176,     -0.1354651845
          0,           0,         571,      -5.024260449,       -3.58670848,      -4.101705028,      -3.741652096,     -0.1197097315
          0,           0,         572,      -5.039556267,      -3.593490511,      -4.120307037,      -3.751661966,     -0.1153890232
          0,           0,         573,      -5.056707579,      -3.601994974,      -4.139988561,      -3.762386955,     -0.1261900385
          0,           0,         574,       -5.07571071,      -3.612700928,      -4.160891587,      -3.774337971,     -0.1449810408
          0,           0,         575,      -5.096561626,      -3.626211221,      -4.182827453,      -3.787617651,     -0.1580367409
          0,           0,         576,       -5.11926989,      -3.642606619,       -4.20667792,      -3.802085157,     -0.1575059283
          0,           0,         577,      -5.143895431,      -3.661294618,      -4.232912511,      -3.817078847,     -0.1480972994
          0,           0,         578,       -5.17056215,      -3.681617553,      -4.259536775,      -3.832351345,     -0.1405007389
          0,           0,         579,      -5.199493236,      -3.703296964,       -4.28605162,      -3.847794584,     -0.1435049608
          0,           0,         580,      -5.230941759,      -3.726056666,      -4.311795673,      -3.863795587,      -0.156212642
          0,           0,         581,      -5.265215825,      -3.749160626,      -4.337141822,      -3.879856744,     -0.1714098592
          0,           0,         582,      -5.302726024,      -3.769178275,      -4.354245362,      -3.894799083,      -0.182102799
          0,           0,         583,       -5.34376667,       -3.78666103,      -4.365697256,      -3.908546331,     -0.1877182523
          0,           0,         584,      -5.388269078,      -3.801682691,      -4.373206203,      -3.920853575,     -0.1922938852
          0,           0,         585,      -5.435588554,      -3.814252524,      -4.376625804,      -3.932056353,     -0.1963196353
          0,           0,         586,      -5.485385829,      -3.824677081,      -4.376763512,      -3.942858359,     -0.1902364516
          0,           0,         587,      -5.530708884,      -3.833366965,      -4.376317427,      -3.953172989,     -0.1661392824
          0,           0,         588,      -5.565819725,      -3.840560889,      -4.376415735,      -3.963506369,      -0.149990885
          0,           0,         589,      -5.585449828,      -3.846630105,      -4.378669862,      -3.974314427,     -0.1826720444
          0,           0,         590,      -5.587291608,      -3.851654614,      -4.382159771,      -3.986426524,     -0.2029037879
          0,           0,         591,      -5.573425816,      -3.855482273,      -4.387250106,      -3.999639549,      -0.236503997
          0,           0,         592,       -5.54894044,      -3.858450075,      -4.390858004,      -4.014044008,     -0.2995601408
          0,           0,         593,      -5.518480942,      -3.861014818,      -4.390435157,      -4.028125989,     -0.3951846248
          0,           0,         594,      -5.485471483,      -3.864101803,      -4.383503839,      -4.042531749,     -0.5168711173
          0,           0,         595,      -5.452062763,       -3.86690595,      -4.367368642,      -4.052668584,     -0.6232763271
          0,           0,         596,      -5.419440494,      -3.871917128,      -4.342195766,      -4.059171058,     -0.6825536712
          0,           0,         597,      -5.388159506,      -3.876738697,      -4.314752588,      -4.070622234,     -0.7138264271
          0,           0,         598,      -5.359175514,      -3.885763704,      -4.275904904,      -4.097793968,     -0.7172715515
          0,           0,         599,      -5.333751015,      -3.895395152,      -4.256665445,      -4.116912913,     -0.6700280477
          0,           0,         600,       -5.31218768,      -3.904258963,      -4.252303961,       -4.13449419,     -0.5891754823
          0,           0,         601,       -5.29428212,      -3.912518372,      -4.253680741,      -4.151561878,     -0.5246929095
          0,           0,         602,      -5.279573742,      -3.919741113,      -4.258926265,      -4.166833463,     -0.4989970213
          0,           0,         603,      -5.267651487,      -3.927171119,      -4.269589998,       -4.18065516,     -0.5132154202
          0,           0,         604,      -5.258286641,      -3.934597556,      -4.287653933,      -4.190250182,     -0.5773842317
          0,           0,         605,      -5.251371536,      -3.941415895,      -4.309821011,      -4.196665618,     -0.6920977353
          0,           0,         606,      -5.246831631,      -3.949102458,      -4.332988727,      -4.200861223,     -0.8331612981
          0,           0,         607,      -5.244466952,      -3.958271065,      -4.352202908,      -4.202999933,     -0.9114471606
          0,           0,         608,      -5.243999717,      -3.969483416,      -4.362784804,      -4.203179483,     -0.9070773327
          0,           0,         609,       -5.24525527,      -3.982790779,      -4.362256541,      -4.202097021,     -0.9212286266
          0,           0,         610,      -5.248296064,      -3.995739262,      -4.350303904,      -4.199444478,      -0.989075986
          0,           0,         611,      -5.253267582,      -4.007247414,      -4.328285356,      -4.196560987,      -1.058885358
          0,           0,         612,      -5.260312269,      -4.015140215,      -4.298410312,       -4.19323937,      -1.049304122
          0,           0,         613,      -5.269441483,      -4.019673507,      -4.262798547,      -4.189442294,      -1.019658318
          0,           0,         614,      -5.280525725,      -4.020404932,      -4.225069793,      -4.184432123,      -1.046656996
          0,           0,         615,      -5.293433617,      -4.013665777,      -4.187929151,      -4.180924911,      -1.071701926
          0,           0,         616,      -5.308024931,      -4.000514633,      -4.151403647,      -4.176868873,     -0.9260178185
          0,           0,         617,      -5.324203253,      -3.982322826,      -4.116569865,       -4.17436468,     -0.6719165844
          0,           0,         618,      -5.342432093,      -3.961401822,      -4.084884011,      -4.173317593,     -0.5718199008
          0,           0,         619,       -5.36362793,       -3.93965501,      -4.053588467,      -4.169439295,     -0.5508103737
          0,           0,         620,      -5.387638579,      -3.917581178,      -4.024244436,      -4.161950365,     -0.5644088215
          0,           0,         621,      -5.413930313,       -3.89543385,      -4.000140484,      -4.151333916,     -0.6148213083
          0,           0,         622,      -5.441898531,      -3.874173446,      -3.978526199,      -4.140589343,     -0.6691380087
          0,           0,         623,      -5.471641442,      -3.854262737,      -3.957764319,      -4.128980375,     -0.6986430489
          0,           0,         624,      -5.502986755,      -3.838109258,      -3.938263327,      -4.118196657,     -0.6931770898
          0,           0,         625,      -5.535197669,      -3.824450692,      -3.921058168,      -4.108697422,     -0.6604599041
          0,           0,         626,      -5.565134226,       -3.81482773,      -3.904854706,      -4.100654162,     -0.6029373591
