"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          83,       -4.07570861,      -2.548148485,      -2.871922116,      -3.773014437,       1.491476015
          0,           0,          84,      -4.078942615,      -2.550492295,      -2.868742544,      -3.775818583,       1.481941041
          0,           0,          85,      -4.082171849,      -2.552786066,      -2.865694179,      -3.778568593,       1.473184557
          0,           0,          86,      -4.085386946,      -2.555030565,      -2.862794152,      -3.781260891,       1.465238387
          0,           0,          87,       -4.08857773,      -2.557227654,       -2.86006145,      -3.783897145,       1.458076405
          0,           0,          88,      -4.091732043,      -2.559380427,      -2.857516685,      -3.786420594,       1.451609658
          0,           0,          89,      -4.094836873,      -2.561489179,      -2.855182032,      -3.788899295,       1.445681138
          0,           0,          90,      -4.097874998,      -2.563556439,       -2.85308054,      -3.791339522,       1.440097258
          0,           0,          91,      -4.100828664,      -2.565585176,      -2.851237581,      -3.793742421,       1.434633151
          0,           0,          92,      -4.103679193,      -2.567578836,      -2.849678781,      -3.796103889,       1.429058729
          0,           0,          93,      -4.106407265,       -2.56954169,       -2.84842947,      -3.798442541,       1.423165613
          0,           0,          94,      -4.108994226,      -2.571477767,       -2.84751448,      -3.800719617,       1.416783185
          0,           0,          95,      -4.111422897,      -2.573390986,      -2.846956386,      -3.802887102,         1.4097938
          0,           0,          96,      -4.113676293,      -2.575285221,      -2.846774078,      -3.805031886,       1.402161777
          0,           0,          97,       -4.11574264,      -2.577164415,       -2.84698159,      -3.807148724,       1.393901798
          0,           0,          98,      -4.117614335,      -2.579033071,      -2.847586934,      -3.809241186,       1.385073369
          0,           0,          99,      -4.119288428,       -2.58089514,      -2.848591065,      -3.811306937,       1.375768054
          0,           0,         100,      -4.120766875,      -2.582754136,       -2.84998752,      -3.813345262,       1.366100493
          0,           0,         101,      -4.122057698,      -2.584613022,      -2.851762078,      -3.815293416,       1.356177224
          0,           0,         102,      -4.123171941,       -2.58647299,      -2.853893968,      -3.817214213,       1.345923338
          0,           0,         103,      -4.124124344,      -2.588336385,      -2.856353714,      -3.819127007,       1.335673558
          0,           0,         104,      -4.124933586,      -2.590205349,      -2.859105728,      -3.821030566,       1.325832602
          0,           0,         105,      -4.125620489,      -2.592081253,      -2.862108124,      -3.822916942,       1.316327626
          0,           0,         106,      -4.126207137,      -2.593965237,      -2.865313828,      -3.824802123,       1.307124299
          0,           0,         107,      -4.126716083,      -2.595858388,      -2.868671751,       -3.82659127,       1.298194755
          0,           0,         108,      -4.127169569,      -2.597760138,      -2.872128008,      -3.828363785,       1.289524233
          0,           0,         109,      -4.127589535,      -2.599668673,      -2.875627544,      -3.830135113,       1.281085366
          0,           0,         110,      -4.127995278,      -2.601582865,      -2.879116505,      -3.831908079,       1.272857567
          0,           0,         111,      -4.128402636,      -2.603502605,      -2.882543578,      -3.833689955,       1.264835477
          0,           0,         112,      -4.128825689,      -2.605426148,       -2.88586256,      -3.835451272,       1.257010816
          0,           0,         113,      -4.129275007,      -2.607352673,      -2.889036111,      -3.837116184,       1.249372487
          0,           0,         114,      -4.129757476,      -2.609278595,      -2.892033471,       -3.83878588,       1.241906634
          0,           0,         115,      -4.130276417,      -2.611201614,      -2.894834965,      -3.840476551,       1.234612822
          0,           0,         116,      -4.130831794,      -2.613118892,       -2.89743234,      -3.842147302,       1.227484604
          0,           0,         117,      -4.131420739,        -2.6150278,      -2.899828505,      -3.843838066,        1.22051216
          0,           0,         118,      -4.132037546,       -2.61692646,      -2.902036227,      -3.845493697,       1.213698206
          0,           0,         119,      -4.132675422,      -2.618809942,      -2.904077617,      -3.847177805,       1.207029552
          0,           0,         120,      -4.133324675,      -2.620675151,      -2.905982005,       -3.84892528,       1.200584095
          0,           0,         121,      -4.133974371,      -2.622519645,      -2.907784217,      -3.850720686,       1.193942396
          0,           0,         122,      -4.134613877,      -2.624340348,      -2.909522968,      -3.852556556,       1.187525544
          0,           0,         123,      -4.135232376,      -2.626134437,      -2.911240001,      -3.854377402,       1.181409537
          0,           0,         124,      -4.135819341,      -2.627898695,       -2.91297453,      -3.856183065,       1.175523931
          0,           0,         125,      -4.136364952,      -2.629628987,      -2.914766241,      -3.858037289,       1.169839151
          0,           0,         126,      -4.136860412,      -2.631321602,      -2.916652682,      -3.859921773,       1.164346852
          0,           0,         127,      -4.137298213,      -2.632972559,      -2.918668636,      -3.861851387,       1.158954206
          0,           0,         128,      -4.137672355,      -2.634578152,      -2.920846122,      -3.863753081,        1.15352671
          0,           0,         129,      -4.137978479,      -2.636134548,      -2.923213328,      -3.865628295,       1.148514785
          0,           0,         130,      -4.138214013,      -2.637636657,      -2.925794134,      -3.867530649,       1.143800095
          0,           0,         131,      -4.138378162,      -2.639079958,      -2.928608473,      -3.869483808,       1.139338333
          0,           0,         132,      -4.138472029,      -2.640460015,      -2.931674408,        -3.8714574,       1.135112729
          0,           0,         133,      -4.138498571,      -2.641773892,      -2.935000436,      -3.873400652,       1.131121862
          0,           0,         134,      -4.138462524,      -2.643018179,      -2.938592697,      -3.875312741,       1.127369387
          0,           0,         135,      -4.138370427,      -2.644189532,      -2.942450859,      -3.877277351,       1.123862821
          0,           0,         136,      -4.138230949,      -2.645285917,      -2.946567157,      -3.879288267,        1.12060744
          0,           0,         137,       -4.13805515,      -2.646306929,      -2.950924403,      -3.881347563,       1.117608663
          0,           0,         138,      -4.137854508,      -2.647255738,      -2.955493229,      -3.883353456,       1.114887959
          0,           0,         139,      -4.137643577,       -2.64813509,       -2.96022976,      -3.885379914,       1.112454194
          0,           0,         140,      -4.137438814,      -2.648949696,      -2.965071328,       -3.88743955,       1.110314714
          0,           0,         141,      -4.137258439,      -2.649706476,      -2.969933931,      -3.889546859,       1.108473371
          0,           0,         142,      -4.137122039,      -2.650413205,      -2.974715112,      -3.891671906,       1.106923635
          0,           0,         143,      -4.137049954,      -2.651079591,       -2.97929485,      -3.893742239,       1.105652824
          0,           0,         144,      -4.137062498,      -2.651713201,      -2.983540193,      -3.895865083,       1.104631676
          0,           0,         145,      -4.137178865,      -2.652322804,      -2.987312734,      -3.898045593,        1.10380172
          0,           0,         146,      -4.137416133,      -2.652915877,      -2.990480317,      -3.900265741,       1.103114601
          0,           0,         147,        -4.1377881,        -2.6534992,      -2.992928157,      -3.902506072,       1.102492761
          0,           0,         148,       -4.13830444,      -2.654076846,      -2.994571384,       -3.90476215,       1.101904977
          0,           0,         149,      -4.138969861,      -2.654651948,      -2.995364553,      -3.907098584,       1.101310762
          0,           0,         150,      -4.139783792,      -2.655226805,      -2.995305153,      -3.909523869,       1.100707685
          0,           0,         151,       -4.14074154,      -2.655804862,      -2.994435334,       -3.91205236,       1.100128481
          0,           0,         152,      -4.141834352,      -2.656383996,      -2.992837259,      -3.914569612,       1.099646546
          0,           0,         153,      -4.143047508,      -2.656961393,      -2.990631282,      -3.917180963,       1.099432572
          0,           0,         154,      -4.144365428,      -2.657537263,       -2.98794994,      -3.919884153,       1.099772447
          0,           0,         155,      -4.145771342,      -2.658127347,      -2.984921439,      -3.922687788,        1.10095368
          0,           0,         156,      -4.147250298,      -2.658728329,        -2.9816784,      -3.925536584,       1.103162155
          0,           0,         157,      -4.148787736,      -2.659334166,      -2.978339531,      -3.928419047,         1.1067421
          0,           0,         158,      -4.150369762,      -2.659947426,      -2.975002836,      -3.931418613,       1.112604016
          0,           0,         159,      -4.151984509,      -2.660574163,      -2.971743688,       -3.93450312,       1.121642629
          0,           0,         160,      -4.153622355,      -2.661230372,      -2.968615848,      -3.937651156,       1.132559819
          0,           0,         161,       -4.15527725,       -2.66192201,      -2.965654767,      -3.940808531,       1.145596372
          0,           0,         162,      -4.156942132,      -2.662657113,      -2.962876243,      -3.944061013,       1.161026224
          0,           0,         163,      -4.158610406,      -2.663445678,      -2.960278368,      -3.947414403,       1.183825308
          0,           0,         164,      -4.160277941,      -2.664292078,      -2.957847699,      -3.950834379,       1.211352381
          0,           0,         165,      -4.161940804,      -2.665211323,      -2.955561565,      -3.954318195,       1.232329939
          0,           0,         166,      -4.163592592,      -2.666223714,      -2.953390592,      -3.957849007,       1.271959696
          0,           0,         167,      -4.165228968,      -2.667466079,      -2.951301931,      -3.961397407,       1.281414354
          0,           0,         168,      -4.166841178,      -2.668786542,      -2.949268615,      -3.964986587,       1.277768928
          0,           0,         169,      -4.168435905,      -2.670199322,      -2.947257211,      -3.968632981,        1.26938397
          0,           0,         170,      -4.170016834,      -2.671736111,       -2.94522744,      -3.972283089,       1.259532318
          0,           0,         171,      -4.171589118,      -2.673422981,      -2.943149886,      -3.975938422,       1.249619623
          0,           0,         172,      -4.173156457,      -2.675280003,      -2.941015137,      -3.979635178,       1.240049068
          0,           0,         173,      -4.174719551,       -2.67731983,      -2.938838467,      -3.983345633,       1.231029365
          0,           0,         174,      -4.176278708,      -2.679537789,      -2.936662478,      -3.987044931,       1.223709415
          0,           0,         175,      -4.177838128,      -2.681901202,      -2.934551801,      -3.990775717,       1.216183552
          0,           0,         176,      -4.179378586,      -2.684416824,      -2.932578734,      -3.994522079,       1.211945989
          0,           0,         177,      -4.180883616,      -2.687069106,      -2.930852296,      -3.998230865,       1.208183707
          0,           0,         178,      -4.182326598,      -2.689839202,      -2.929507546,      -4.001942165,       1.207924249
          0,           0,         179,      -4.183672649,      -2.692706275,      -2.928693335,      -4.005639374,        1.20786586
          0,           0,         180,      -4.184882245,      -2.695646896,      -2.928562138,      -4.009274633,       1.208746029
          0,           0,         181,      -4.185916191,      -2.698641199,      -2.929255846,      -4.012868441,       1.197813575
          0,           0,         182,      -4.186741538,      -2.701665584,      -2.930892883,      -4.016390375,       1.189094426
          0,           0,         183,       -4.18733728,      -2.704696788,      -2.933556074,      -4.019821139,       1.187097304
          0,           0,         184,      -4.187699395,      -2.707726415,      -2.937280645,      -4.023126725,       1.178464887
          0,           0,         185,      -4.187843838,      -2.710736938,      -2.942049548,      -4.026300709,       1.178845654
          0,           0,         186,      -4.187805206,      -2.713709113,      -2.947787557,      -4.029291449,       1.171509128
          0,           0,         187,      -4.187633321,       -2.71663313,      -2.954362251,        -4.0320644,       1.169847033
          0,           0,         188,      -4.187387032,      -2.719504038,      -2.961592452,      -4.034943151,       1.162321019
          0,           0,         189,      -4.187126887,      -2.722350382,      -2.969269632,      -4.037906324,          1.155058
          0,           0,         190,      -4.186906836,      -2.725134592,      -2.977185169,       -4.04070113,       1.130934397
          0,           0,         191,      -4.186767123,      -2.727838414,      -2.985152073,      -4.043286495,       1.120305681
          0,           0,         192,      -4.186744158,      -2.730447648,      -2.993023636,      -4.045595305,       1.115691288
          0,           0,         193,       -4.18686013,       -2.73295125,      -3.000711839,      -4.047543374,       1.106486622
          0,           0,         194,      -4.187106094,      -2.735374445,       -3.00818095,      -4.049183901,       1.106182429
          0,           0,         195,      -4.187474526,      -2.737720914,      -3.015427477,      -4.050508197,       1.094177721
          0,           0,         196,      -4.187955095,      -2.739995598,      -3.022476677,      -4.051564973,       1.097662907
          0,           0,         197,       -4.18854104,      -2.742204317,      -3.029349233,      -4.052567036,       1.082902509
          0,           0,         198,      -4.189233648,      -2.744356746,      -3.036044763,      -4.053510661,       1.088022936
          0,           0,         199,      -4.190044361,      -2.746465654,      -3.042510461,      -4.054286636,       1.074529888
          0,           0,         200,      -4.190994867,      -2.748546683,      -3.048640563,      -4.054896788,       1.079550616
          0,           0,         201,      -4.192117452,      -2.750614914,      -3.054272388,      -4.055324405,       1.068691841
          0,           0,         202,      -4.193444177,      -2.752692955,      -3.059209636,      -4.055506589,       1.073620055
          0,           0,         203,      -4.195006042,      -2.754808465,      -3.063248149,      -4.055437105,       1.065328971
          0,           0,         204,       -4.19682851,      -2.756980483,      -3.066215686,       -4.05504659,       1.069556143
          0,           0,         205,      -4.198926403,      -2.759224895,      -3.067998567,      -4.054690742,       1.062706083
          0,           0,         206,      -4.201301876,      -2.761560465,      -3.068571117,      -4.054012848,       1.066035287
          0,           0,         207,      -4.203944184,      -2.764004261,      -3.067996719,      -4.053041448,       1.059765076
          0,           0,         208,      -4.206850554,      -2.766535969,      -3.066429491,      -4.051773289,       1.062071092
          0,           0,         209,      -4.210004128,       -2.76913243,       -3.06406441,      -4.050242666,       1.055356378
          0,           0,         210,      -4.213352008,      -2.771832838,      -3.061101689,      -4.048465936,       1.056556057
          0,           0,         211,      -4.216868868,      -2.774623116,      -3.057752661,      -4.046423834,       1.049171905
          0,           0,         212,       -4.22052786,        -2.7774873,      -3.054218593,      -4.044149017,       1.049968683
          0,           0,         213,      -4.224300874,      -2.780411599,      -3.050676424,      -4.041633021,       1.042681896
          0,           0,         214,      -4.228165569,      -2.783372793,      -3.047278668,      -4.038904261,       1.044681949
          0,           0,         215,      -4.232101731,      -2.786344423,      -3.044152592,      -4.036054677,       1.038291476
          0,           0,         216,      -4.236091688,      -2.789293108,       -3.04140823,       -4.03363245,       1.042571856
          0,           0,         217,      -4.240106539,       -2.79220196,      -3.039140903,      -4.031216289,       1.037474676
          0,           0,         218,      -4.244116006,      -2.795048254,      -3.037450844,       -4.02891666,       1.043249218
          0,           0,         219,      -4.248081388,      -2.797812699,      -3.036446605,      -4.026632712,       1.037851041
          0,           0,         220,      -4.251958003,      -2.800476027,      -3.036251969,      -4.024372255,       1.035100882
          0,           0,         221,      -4.255687601,       -2.80303612,      -3.036997463,      -4.022138984,       1.018419879
          0,           0,         222,       -4.25921192,      -2.805489626,      -3.038820918,      -4.019985364,       1.006607683
          0,           0,         223,        -4.2624745,      -2.807840215,      -3.041855911,      -4.017777512,      0.9849586574
          0,           0,         224,      -4.265429589,      -2.810091983,      -3.046218536,      -4.015776242,      0.9838347248
          0,           0,         225,      -4.268043775,      -2.812260257,      -3.051994724,      -4.013903884,       0.979003112
          0,           0,         226,      -4.270306709,      -2.814359253,      -3.059225596,      -4.013421808,      0.9780984513
          0,           0,         227,      -4.272229999,      -2.816402735,      -3.067900624,        -4.0129293,      0.9791735928
          0,           0,         228,      -4.273848138,      -2.818403757,      -3.077953545,      -4.012334671,      0.9748177854
          0,           0,         229,      -4.275214214,      -2.820373438,      -3.089262101,      -4.011778386,      0.9791666788
          0,           0,         230,      -4.276391985,      -2.822326329,      -3.101650521,      -4.011218642,      0.9731559713
          0,           0,         231,      -4.277453242,       -2.82426846,      -3.114890882,      -4.010746421,      0.9749093831
          0,           0,         232,      -4.278481937,      -2.826184477,      -3.128717589,      -4.010368842,      0.9718427438
          0,           0,         233,      -4.279549507,      -2.828089172,      -3.142847069,      -4.009952421,      0.9700965724
          0,           0,         234,      -4.280727184,      -2.829979953,      -3.156902979,      -4.009608855,      0.9684987165
          0,           0,         235,      -4.282075558,      -2.831863091,      -3.170478379,      -4.009369258,      0.9670605379
          0,           0,         236,      -4.283648437,      -2.833743437,      -3.183121255,      -4.009364287,      0.9719432348
          0,           0,         237,       -4.28549298,       -2.83562718,      -3.194365574,      -4.009681373,      0.9697044815
          0,           0,         238,      -4.287652587,      -2.837519098,      -3.203764342,      -4.010107376,      0.9717306335
          0,           0,         239,      -4.290158162,      -2.839433843,       -3.21093718,      -4.010552552,      0.9671792042
          0,           0,         240,      -4.293032318,         -2.841385,      -3.215616886,       -4.01100311,      0.9643850163
          0,           0,         241,      -4.296284798,      -2.843386473,      -3.217720994,      -4.011535525,      0.9629651104
          0,           0,         242,      -4.299910008,      -2.845451244,      -3.217380848,      -4.012302674,      0.9579043605
          0,           0,         243,      -4.303886764,      -2.847587522,      -3.214932366,      -4.013951995,      0.9304096049
          0,           0,         244,      -4.308177307,      -2.849799914,      -3.210865271,      -4.015296302,       0.917933172
          0,           0,         245,       -4.31272684,      -2.852091616,      -3.205748032,      -4.016343638,       0.920403881
          0,           0,         246,      -4.317469163,      -2.854460048,      -3.200155326,       -4.01711975,      0.9253332675
          0,           0,         247,      -4.322327823,      -2.856900705,      -3.194617888,      -4.017542864,      0.9312097856
          0,           0,         248,      -4.327218175,      -2.859401095,      -3.189596016,      -4.017547911,      0.9395573374
          0,           0,         249,      -4.332052585,      -2.861949952,      -3.185467537,       -4.01698466,      0.9451071913
          0,           0,         250,       -4.33676118,      -2.864506931,      -3.182536966,      -4.015834426,       0.952265243
          0,           0,         251,      -4.341263989,      -2.867053708,      -3.181025005,      -4.014002507,      0.9573753632
          0,           0,         252,      -4.345491873,      -2.869585071,      -3.181094295,      -4.011195298,      0.9526909986
          0,           0,         253,      -4.349400614,       -2.87207196,      -3.182871707,      -4.008312436,      0.9460752514
          0,           0,         254,        -4.3529556,      -2.874504279,      -3.186467355,      -4.005429936,      0.9382608683
          0,           0,         255,      -4.356138055,      -2.876861959,      -3.191967348,      -4.001631983,       0.937301749
          0,           0,         256,      -4.358949021,      -2.879137665,      -3.199405129,      -3.998090094,      0.9363591595
          0,           0,         257,      -4.361414442,      -2.881335738,       -3.20873027,      -3.993934089,      0.9305166167
          0,           0,         258,       -4.36358757,      -2.883464273,      -3.219786459,      -3.989478678,      0.9202014393
          0,           0,         259,      -4.365546068,      -2.885538448,      -3.232269885,      -3.984791026,      0.9109337452
          0,           0,         260,      -4.367389446,      -2.887588438,      -3.245711858,      -3.979984933,      0.8995543005
          0,           0,         261,      -4.369230699,       -2.88964894,       -3.25947488,      -3.975292681,      0.8737292712
          0,           0,         262,      -4.371188913,      -2.891750002,      -3.272771627,      -3.970885138,      0.8578659297
          0,           0,         263,      -4.373379986,      -2.893928603,       -3.28472901,      -3.966868387,      0.8328949563
          0,           0,         264,      -4.375905428,      -2.896212847,      -3.294456179,      -3.963094365,      0.8149226595
          0,           0,         265,      -4.378843812,      -2.898623526,      -3.301218155,      -3.960611451,      0.8041578461
          0,           0,         266,      -4.382244071,      -2.901177688,      -3.304602384,      -3.959113709,      0.7966739474
          0,           0,         267,      -4.386121988,      -2.903885398,      -3.304615073,      -3.957438593,      0.7908265229
          0,           0,         268,      -4.390458488,      -2.906737192,      -3.301682336,      -3.956148922,       0.787649343
          0,           0,         269,      -4.395198136,      -2.909731108,      -3.296545736,      -3.955288429,      0.7855187004
          0,           0,         270,      -4.400253739,      -2.912845063,         -3.290135,      -3.955021794,      0.7839883294
          0,           0,         271,      -4.405511552,      -2.916051398,       -3.28339928,      -3.955396361,      0.7850582034
          0,           0,         272,      -4.410832184,      -2.919332181,      -3.277205199,      -3.956413203,       0.785579976
          0,           0,         273,      -4.416073268,      -2.922658487,      -3.272302906,      -3.958015447,      0.7914127553
          0,           0,         274,      -4.421093112,      -2.925998398,      -3.269301078,      -3.960120306,      0.7975804575
          0,           0,         275,       -4.42576359,      -2.929322002,      -3.268664033,      -3.962590842,      0.8005529828
          0,           0,         276,      -4.429983034,      -2.932600296,      -3.270718826,      -3.964950543,      0.7890577231
          0,           0,         277,      -4.433688597,      -2.935808778,       -3.27566557,      -3.967188027,      0.7790565739
          0,           0,         278,      -4.436865141,      -2.938933502,      -3.283572484,      -3.969310743,       0.774437152
          0,           0,         279,      -4.439548761,      -2.941966295,      -3.294361064,      -3.971155431,      0.7676105588
          0,           0,         280,      -4.441824997,      -2.944908894,      -3.307775122,      -3.972558033,      0.7676700602
          0,           0,         281,      -4.443822121,      -2.947765827,      -3.323340778,      -3.974101014,      0.7663608141
          0,           0,         282,      -4.445699743,      -2.950554545,      -3.340324621,      -3.975982984,      0.7639251687
          0,           0,         283,      -4.447632595,      -2.953290591,      -3.357680771,      -3.977062679,      0.7603870044
          0,           0,         284,      -4.449789937,       -2.95599098,       -3.37407705,      -3.978343456,      0.7559378019
          0,           0,         285,      -4.452318644,      -2.958678797,      -3.388017099,       -3.97965562,      0.7513959041
          0,           0,         286,      -4.455331254,      -2.961372352,      -3.398121233,      -3.981192683,       0.750423416
