"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity:0","Velocity:1","Velocity:2","Coordinates:0","Coordinates:1","Coordinates:2","Exact Velocity:0","Exact Velocity:1","Exact Velocity:2","Exact Pressure:0","Exact Pressure:1","Exact Density:0","Exact Density:1","Exact Mach:0","Exact Mach:1","Exact Temperature:0","Exact Temperature:1","Mach_error","Points:0","Points:1","Points:2"
9.25977111e-01,6.73179016e+02,-6.50369644e+01,0.00000000e+00,4.29356156e+05,7.29495703e+04,2.74443420e+02,2.19923925e+00,-9.66086686e-02,7.26993149e+02,-7.02360389e+01,0.00000000e+00,1.36980617e+00,4.46875691e-01,0.00000000e+00,7.24998139e+02,-6.94380995e+01,0.00000000e+00,7.30854328e+04,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.18675941e+00,0.00000000e+00,2.76019525e+02,0.00000000e+00,1.24798478e-02,1.36980617e+00,4.46875691e-01,0.00000000e+00
1.12661254e+00,7.89120605e+02,-1.00563288e+01,0.00000000e+00,5.16129344e+05,9.58880078e+04,2.96496826e+02,2.02929497e+00,-1.46856988e-02,7.00436552e+02,-8.92616439e+00,0.00000000e+00,7.24437475e-01,8.69386435e-01,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,3.00000000e+02,0.00000000e+00,2.92949677e-02,7.24437475e-01,8.69386435e-01,0.00000000e+00
8.27993214e-01,6.12653320e+02,-8.77480698e+01,0.00000000e+00,3.86960031e+05,6.22605977e+04,2.61949066e+02,2.30377555e+00,-1.34783581e-01,7.39925533e+02,-1.05976798e+02,0.00000000e+00,1.35070586e+00,3.67344767e-01,0.00000000e+00,7.38817004e+02,-1.08287655e+02,0.00000000e+00,6.13183253e+04,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.29892656e+00,0.00000000e+00,2.62516613e+02,0.00000000e+00,4.84898412e-03,1.35070586e+00,3.67344767e-01,0.00000000e+00
8.03692639e-01,5.96966431e+02,-9.26351852e+01,0.00000000e+00,3.76303062e+05,5.97028828e+04,2.58782959e+02,2.33082747e+00,-1.43918276e-01,7.42779518e+02,-1.15261956e+02,0.00000000e+00,1.29518104e+00,3.33193690e-01,0.00000000e+00,7.41962478e+02,-1.18644364e+02,0.00000000e+00,5.85141495e+04,0.00000000e+00,1.16120552e+00,0.00000000e+00,2.32885017e+00,0.00000000e+00,2.59029004e+02,0.00000000e+00,1.97730125e-03,1.29518104e+00,3.33193690e-01,0.00000000e+00
7.52425373e-01,5.63458618e+02,-1.01508125e+02,0.00000000e+00,3.53722281e+05,5.43601328e+04,2.51679245e+02,2.39255309e+00,-1.62999526e-01,7.48856483e+02,-1.34907898e+02,0.00000000e+00,1.37494051e+00,2.91085094e-01,0.00000000e+00,7.50207622e+02,-1.50041524e+02,0.00000000e+00,5.07522754e+04,0.00000000e+00,7.10879760e-01,0.00000000e+00,2.41993911e+00,0.00000000e+00,2.48707978e+02,0.00000000e+00,-2.73860190e-02,1.37494051e+00,2.91085094e-01,0.00000000e+00
1.42850637e+00,6.87977112e+02,1.25015587e+02,0.00000000e+00,6.08470812e+05,1.74933406e+05,4.26600037e+02,1.18218899e+00,2.67619312e-01,4.81605910e+02,8.75148960e+01,0.00000000e+00,1.36363640e-01,2.72727273e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-4.09264959e-01,1.36363640e-01,2.72727273e-02,0.00000000e+00
1.67202938e+00,9.05870056e+02,1.85732880e+02,0.00000000e+00,7.21614688e+05,1.86363328e+05,3.88281677e+02,1.40004361e+00,3.08440447e-01,5.41778792e+02,1.11082307e+02,0.00000000e+00,1.46472201e-01,7.94296190e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-1.91410340e-01,1.46472201e-01,7.94296190e-02,0.00000000e+00
1.67471218e+00,8.75794617e+02,1.93477936e+02,0.00000000e+00,7.19417062e+05,1.91696578e+05,3.98753510e+02,1.33785248e+00,3.27487797e-01,5.22952318e+02,1.15529067e+02,0.00000000e+00,1.02805592e-01,6.09457493e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-2.53601468e-01,1.02805592e-01,6.09457493e-02,0.00000000e+00
1.44791055e+00,7.02126404e+02,1.27210121e+02,0.00000000e+00,6.16429688e+05,1.76241031e+05,4.24029083e+02,1.19382429e+00,2.72289395e-01,4.84923882e+02,8.78577212e+01,0.00000000e+00,1.81818187e-01,3.63636352e-02,0.00000000e+00,5.92286805e+02,1.18457361e+02,0.00000000e+00,1.82382076e+05,0.00000000e+00,1.77255977e+00,0.00000000e+00,1.59145395e+00,0.00000000e+00,3.58435993e+02,0.00000000e+00,-3.97629655e-01,1.81818187e-01,3.63636352e-02,0.00000000e+00
6.54153407e-01,4.71997528e+02,-9.73960037e+01,0.00000000e+00,3.04667188e+05,5.08536758e+04,2.70815216e+02,2.23320889e+00,-1.75522596e-01,7.21539509e+02,-1.48888629e+02,0.00000000e+00,8.84998858e-01,1.03790537e-01,0.00000000e+00,7.50207622e+02,-1.50041524e+02,0.00000000e+00,5.07522754e+04,0.00000000e+00,7.10879760e-01,0.00000000e+00,2.41993911e+00,0.00000000e+00,2.48707978e+02,0.00000000e+00,-1.86730215e-01,8.84998858e-01,1.03790537e-01,0.00000000e+00
6.42076433e-01,4.53584747e+02,-9.12850189e+01,0.00000000e+00,2.97550500e+05,5.23390195e+04,2.83967865e+02,2.13309312e+00,-1.70217797e-01,7.06434194e+02,-1.42171577e+02,0.00000000e+00,8.60197008e-01,6.77787587e-02,0.00000000e+00,7.50207622e+02,-1.50041524e+02,0.00000000e+00,5.07522754e+04,0.00000000e+00,7.10879760e-01,0.00000000e+00,2.41993911e+00,0.00000000e+00,2.48707978e+02,0.00000000e+00,-2.86845991e-01,8.60197008e-01,6.77787587e-02,0.00000000e+00
6.45334482e-01,4.56779480e+02,-9.09602280e+01,0.00000000e+00,2.99150438e+05,5.24326250e+04,2.83039551e+02,2.13990164e+00,-1.69883475e-01,7.07818182e+02,-1.40950516e+02,0.00000000e+00,8.99988770e-01,6.22119531e-02,0.00000000e+00,7.50207622e+02,-1.50041524e+02,0.00000000e+00,5.07522754e+04,0.00000000e+00,7.10879760e-01,0.00000000e+00,2.41993911e+00,0.00000000e+00,2.48707978e+02,0.00000000e+00,-2.80037472e-01,8.99988770e-01,6.22119531e-02,0.00000000e+00
6.46894395e-01,4.63527008e+02,-9.65640106e+01,0.00000000e+00,3.00857594e+05,5.10328320e+04,2.74818909e+02,2.20239258e+00,-1.74882740e-01,7.16542007e+02,-1.49273222e+02,0.00000000e+00,8.37093055e-01,9.74835753e-02,0.00000000e+00,7.50207622e+02,-1.50041524e+02,0.00000000e+00,5.07522754e+04,0.00000000e+00,7.10879760e-01,0.00000000e+00,2.41993911e+00,0.00000000e+00,2.48707978e+02,0.00000000e+00,-2.17546532e-01,8.37093055e-01,9.74835753e-02,0.00000000e+00
