"Coordinates:0","Coordinates:1","Coordinates:2","Density","Energy","Exact Density:0","Exact Density:1","Exact Mach:0","Exact Mach:1","Exact Pressure:0","Exact Pressure:1","Exact Temperature:0","Exact Temperature:1","Exact Velocity:0","Exact Velocity:1","Exact Velocity:2","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-3.44000015e+01,-3.44000015e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,-6.69929810e-14,0.00000000e+00,1.00000000e+05,-1.66509154e-16,3.00000000e+02,6.94447573e+02,-5.76926117e-14,0.00000000e+00,1,9.27724075e+01,-3.44000015e+01,-3.44000015e+01,0.00000000e+00
-3.42000008e+01,-3.42000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,-5.20751960e-14,0.00000000e+00,1.00000000e+05,-1.80867250e-16,3.00000000e+02,6.94447573e+02,-4.48458049e-14,0.00000000e+00,1,9.30552521e+01,-3.42000008e+01,-3.42000008e+01,0.00000000e+00
-3.40000000e+01,-3.40000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,-3.71574143e-14,0.00000000e+00,1.00000000e+05,-1.95225345e-16,3.00000000e+02,6.94447573e+02,-3.19989981e-14,0.00000000e+00,1,9.33380966e+01,-3.40000000e+01,-3.40000000e+01,0.00000000e+00
-3.37999992e+01,-3.37999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,-2.25188774e-14,0.00000000e+00,1.00000000e+05,-1.81772490e-16,3.00000000e+02,6.94447573e+02,-1.93926711e-14,0.00000000e+00,1,9.36209412e+01,-3.37999992e+01,-3.37999992e+01,0.00000000e+00
-3.35999985e+01,-3.35999985e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,-7.88196006e-15,0.00000000e+00,1.00000000e+05,-1.68158314e-16,3.00000000e+02,6.94447573e+02,-6.78773908e-15,0.00000000e+00,1,9.39037857e+01,-3.35999985e+01,-3.35999985e+01,0.00000000e+00
-3.34000015e+01,-3.34000015e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,-2.95294902e-16,0.00000000e+00,1.00000000e+05,-1.15357523e-16,3.00000000e+02,6.94447573e+02,-2.54300295e-16,0.00000000e+00,1,9.41866226e+01,-3.34000015e+01,-3.34000015e+01,0.00000000e+00
-3.32000008e+01,-3.32000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,5.56716979e-15,0.00000000e+00,1.00000000e+05,-5.29710450e-17,3.00000000e+02,6.94447573e+02,4.79430174e-15,0.00000000e+00,1,9.44694672e+01,-3.32000008e+01,-3.32000008e+01,0.00000000e+00
-3.30000000e+01,-3.30000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.20838567e-14,0.00000000e+00,1.00000000e+05,-2.90884556e-18,3.00000000e+02,6.94447573e+02,1.04063030e-14,0.00000000e+00,1,9.47523117e+01,-3.30000000e+01,-3.30000000e+01,0.00000000e+00
-3.27999992e+01,-3.27999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.93849165e-14,0.00000000e+00,1.00000000e+05,3.23772819e-17,3.00000000e+02,6.94447573e+02,1.66937860e-14,0.00000000e+00,1,9.50351562e+01,-3.27999992e+01,-3.27999992e+01,0.00000000e+00
-3.25999985e+01,-3.25999985e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.66859763e-14,0.00000000e+00,1.00000000e+05,6.76634072e-17,3.00000000e+02,6.94447573e+02,2.29812691e-14,0.00000000e+00,1,9.53179932e+01,-3.25999985e+01,-3.25999985e+01,0.00000000e+00
-3.24000015e+01,-3.24000015e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,3.39868989e-14,0.00000000e+00,1.00000000e+05,1.02948867e-16,3.00000000e+02,6.94447573e+02,2.92686322e-14,0.00000000e+00,1,9.56008377e+01,-3.24000015e+01,-3.24000015e+01,0.00000000e+00
-3.22000008e+01,-3.22000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,4.12879569e-14,0.00000000e+00,1.00000000e+05,1.38234996e-16,3.00000000e+02,6.94447573e+02,3.55561153e-14,0.00000000e+00,1,9.58836823e+01,-3.22000008e+01,-3.22000008e+01,0.00000000e+00
-3.20000000e+01,-3.20000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,4.70836444e-14,0.00000000e+00,1.00000000e+05,1.21801273e-16,3.00000000e+02,6.94447573e+02,4.05472107e-14,0.00000000e+00,1,9.61665192e+01,-3.20000000e+01,-3.20000000e+01,0.00000000e+00
-3.17999992e+01,-3.17999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,5.13679201e-14,0.00000000e+00,1.00000000e+05,5.34401987e-17,3.00000000e+02,6.94447573e+02,4.42367167e-14,0.00000000e+00,1,9.64493637e+01,-3.17999992e+01,-3.17999992e+01,0.00000000e+00
-3.16000004e+01,-3.16000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,5.25182315e-14,0.00000000e+00,1.00000000e+05,9.25409468e-18,3.00000000e+02,6.94447573e+02,4.52273354e-14,0.00000000e+00,1,9.67322083e+01,-3.16000004e+01,-3.16000004e+01,0.00000000e+00
-3.13999996e+01,-3.13999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,4.44231816e-14,0.00000000e+00,1.00000000e+05,3.63841613e-17,3.00000000e+02,6.94447573e+02,3.82560879e-14,0.00000000e+00,1,9.70150528e+01,-3.13999996e+01,-3.13999996e+01,0.00000000e+00
-3.12000008e+01,-3.12000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,3.63282063e-14,0.00000000e+00,1.00000000e+05,6.35139715e-17,3.00000000e+02,6.94447573e+02,3.12849068e-14,0.00000000e+00,1,9.72978897e+01,-3.12000008e+01,-3.12000008e+01,0.00000000e+00
-3.10000000e+01,-3.10000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.82331548e-14,0.00000000e+00,1.00000000e+05,9.06440397e-17,3.00000000e+02,6.94447573e+02,2.43136593e-14,0.00000000e+00,1,9.75807343e+01,-3.10000000e+01,-3.10000000e+01,0.00000000e+00
-3.07999992e+01,-3.07999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.16186644e-14,0.00000000e+00,1.00000000e+05,8.66417296e-17,3.00000000e+02,6.94447573e+02,1.86174320e-14,0.00000000e+00,1,9.78635788e+01,-3.07999992e+01,-3.07999992e+01,0.00000000e+00
-3.06000004e+01,-3.06000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.64045210e-14,0.00000000e+00,1.00000000e+05,5.31951117e-17,3.00000000e+02,6.94447573e+02,1.41271469e-14,0.00000000e+00,1,9.81464233e+01,-3.06000004e+01,-3.06000004e+01,0.00000000e+00
-3.03999996e+01,-3.03999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.11903276e-14,0.00000000e+00,1.00000000e+05,1.97481712e-17,3.00000000e+02,6.94447573e+02,9.63681896e-15,0.00000000e+00,1,9.84292679e+01,-3.03999996e+01,-3.03999996e+01,0.00000000e+00
-3.02000008e+01,-3.02000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,5.97618336e-15,0.00000000e+00,1.00000000e+05,-1.36984509e-17,3.00000000e+02,6.94447573e+02,5.14653384e-15,0.00000000e+00,1,9.87121048e+01,-3.02000008e+01,-3.02000008e+01,0.00000000e+00
-3.00000000e+01,-3.00000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,8.43323875e-15,0.00000000e+00,1.00000000e+05,-3.78600136e-17,3.00000000e+02,6.94447573e+02,7.26248566e-15,0.00000000e+00,1,9.89949493e+01,-3.00000000e+01,-3.00000000e+01,0.00000000e+00
-2.97999992e+01,-2.97999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.47953142e-14,0.00000000e+00,1.00000000e+05,-5.72948901e-17,3.00000000e+02,6.94447573e+02,1.27413402e-14,0.00000000e+00,1,9.92777939e+01,-2.97999992e+01,-2.97999992e+01,0.00000000e+00
-2.96000004e+01,-2.96000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.11573296e-14,0.00000000e+00,1.00000000e+05,-7.67295780e-17,3.00000000e+02,6.94447573e+02,1.82201424e-14,0.00000000e+00,1,9.95606308e+01,-2.96000004e+01,-2.96000004e+01,0.00000000e+00
-2.93999996e+01,-2.93999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.75194059e-14,0.00000000e+00,1.00000000e+05,-9.61644578e-17,3.00000000e+02,6.94447573e+02,2.36989969e-14,0.00000000e+00,1,9.98434753e+01,-2.93999996e+01,-2.93999996e+01,0.00000000e+00
-2.92000008e+01,-2.92000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,3.38814229e-14,0.00000000e+00,1.00000000e+05,-1.15599152e-16,3.00000000e+02,6.94447573e+02,2.91777992e-14,0.00000000e+00,1,1.00126320e+02,-2.92000008e+01,-2.92000008e+01,0.00000000e+00
-2.90000000e+01,-2.90000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,3.92186859e-14,0.00000000e+00,1.00000000e+05,-1.33669396e-16,3.00000000e+02,6.94447573e+02,3.37741117e-14,0.00000000e+00,1,1.00409164e+02,-2.90000000e+01,-2.90000000e+01,0.00000000e+00
-2.87999992e+01,-2.87999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,5.81703739e-14,0.00000000e+00,1.00000000e+05,-1.61892693e-16,3.00000000e+02,6.94447573e+02,5.00948101e-14,0.00000000e+00,1,1.00692009e+02,-2.87999992e+01,-2.87999992e+01,0.00000000e+00
-2.86000004e+01,-2.86000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,9.35260577e-14,0.00000000e+00,1.00000000e+05,-2.03281766e-16,3.00000000e+02,6.94447573e+02,8.05422099e-14,0.00000000e+00,1,1.00974846e+02,-2.86000004e+01,-2.86000004e+01,0.00000000e+00
-2.83999996e+01,-2.83999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.28882080e-13,0.00000000e+00,1.00000000e+05,-2.44671237e-16,3.00000000e+02,6.94447573e+02,1.10989900e-13,0.00000000e+00,1,1.01257690e+02,-2.83999996e+01,-2.83999996e+01,0.00000000e+00
-2.82000008e+01,-2.82000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.62538602e-13,0.00000000e+00,1.00000000e+05,-2.84986750e-16,3.00000000e+02,6.94447573e+02,1.39974018e-13,0.00000000e+00,1,1.01540535e+02,-2.82000008e+01,-2.82000008e+01,0.00000000e+00
-2.80000000e+01,-2.80000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.91381999e-13,0.00000000e+00,1.00000000e+05,-3.22261467e-16,3.00000000e+02,6.94447573e+02,1.64813202e-13,0.00000000e+00,1,1.01823380e+02,-2.80000000e+01,-2.80000000e+01,0.00000000e+00
-2.77999992e+01,-2.77999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.20225395e-13,0.00000000e+00,1.00000000e+05,-3.59536184e-16,3.00000000e+02,6.94447573e+02,1.89652387e-13,0.00000000e+00,1,1.02106224e+02,-2.77999992e+01,-2.77999992e+01,0.00000000e+00
-2.76000004e+01,-2.76000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.49068534e-13,0.00000000e+00,1.00000000e+05,-3.96810531e-16,3.00000000e+02,6.94447573e+02,2.14491334e-13,0.00000000e+00,1,1.02389061e+02,-2.76000004e+01,-2.76000004e+01,0.00000000e+00
-2.73999996e+01,-2.73999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.63790834e-13,0.00000000e+00,1.00000000e+05,-4.16352613e-16,3.00000000e+02,6.94447573e+02,2.27169810e-13,0.00000000e+00,1,1.02671906e+02,-2.73999996e+01,-2.73999996e+01,0.00000000e+00
-2.72000008e+01,-2.72000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.66631037e-13,0.00000000e+00,1.00000000e+05,-4.06055948e-16,3.00000000e+02,6.94447573e+02,2.29615725e-13,0.00000000e+00,1,1.02954750e+02,-2.72000008e+01,-2.72000008e+01,0.00000000e+00
-2.70000000e+01,-2.70000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.71018532e-13,0.00000000e+00,1.00000000e+05,-4.01442054e-16,3.00000000e+02,6.94447573e+02,2.33394117e-13,0.00000000e+00,1,1.03237587e+02,-2.70000000e+01,-2.70000000e+01,0.00000000e+00
-2.67999992e+01,-2.67999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.75406027e-13,0.00000000e+00,1.00000000e+05,-3.96828186e-16,3.00000000e+02,6.94447573e+02,2.37172510e-13,0.00000000e+00,1,1.03520432e+02,-2.67999992e+01,-2.67999992e+01,0.00000000e+00
-2.66000004e+01,-2.66000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.79793468e-13,0.00000000e+00,1.00000000e+05,-3.92214345e-16,3.00000000e+02,6.94447573e+02,2.40950867e-13,0.00000000e+00,1,1.03803276e+02,-2.66000004e+01,-2.66000004e+01,0.00000000e+00
-2.63999996e+01,-2.63999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.84180963e-13,0.00000000e+00,1.00000000e+05,-3.87600477e-16,3.00000000e+02,6.94447573e+02,2.44729260e-13,0.00000000e+00,1,1.04086121e+02,-2.63999996e+01,-2.63999996e+01,0.00000000e+00
-2.62000008e+01,-2.62000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.88568431e-13,0.00000000e+00,1.00000000e+05,-3.82986635e-16,3.00000000e+02,6.94447573e+02,2.48507617e-13,0.00000000e+00,1,1.04368958e+02,-2.62000008e+01,-2.62000008e+01,0.00000000e+00
-2.60000000e+01,-2.60000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.79540876e-13,0.00000000e+00,1.00000000e+05,-4.19383244e-16,3.00000000e+02,6.94447573e+02,2.40733336e-13,0.00000000e+00,1,1.04651802e+02,-2.60000000e+01,-2.60000000e+01,0.00000000e+00
-2.57999992e+01,-2.57999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.61836261e-13,0.00000000e+00,1.00000000e+05,-4.82306119e-16,3.00000000e+02,6.94447573e+02,2.25486583e-13,0.00000000e+00,1,1.04934647e+02,-2.57999992e+01,-2.57999992e+01,0.00000000e+00
-2.56000004e+01,-2.56000004e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.44131809e-13,0.00000000e+00,1.00000000e+05,-5.45228438e-16,3.00000000e+02,6.94447573e+02,2.10239975e-13,0.00000000e+00,1,1.05217491e+02,-2.56000004e+01,-2.56000004e+01,0.00000000e+00
-2.53999996e+01,-2.53999996e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.28040622e-13,0.00000000e+00,1.00000000e+05,-6.06062238e-16,3.00000000e+02,6.94447573e+02,1.96382648e-13,0.00000000e+00,1,1.05500336e+02,-2.53999996e+01,-2.53999996e+01,0.00000000e+00
-2.52000008e+01,-2.52000008e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.20951729e-13,0.00000000e+00,1.00000000e+05,-6.55239171e-16,3.00000000e+02,6.94447573e+02,1.90277882e-13,0.00000000e+00,1,1.05783173e+02,-2.52000008e+01,-2.52000008e+01,0.00000000e+00
-2.50000000e+01,-2.50000000e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,2.13862768e-13,0.00000000e+00,1.00000000e+05,-7.04416581e-16,3.00000000e+02,6.94447573e+02,1.84173059e-13,0.00000000e+00,1,1.06066017e+02,-2.50000000e+01,-2.50000000e+01,0.00000000e+00
-2.47999992e+01,-2.47999992e+01,0.00000000e+00,1.16120553e+00,5.30000000e+05,1.16120552e+00,0.00000000e+00,2.00000000e+00,0.00000000e+00,1.00000000e+05,0.00000000e+00,3.00000000e+02,0.00000000e+00,6.94447579e+02,0.00000000e+00,0.00000000e+00,2.00000000e+00,8.06396362e+02,1.98407073e-13,0.00000000e+00,1.00000000e+05,-7.15803880e-16,3.00000000e+02,6.94447573e+02,1.70863016e-13,0.00000000e+00,1,1.06348862e+02,-2.47999992e+01,-2.47999992e+01,0.00000000e+00
