"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,       -0.40410421,        2.40505061,       2.226449902,       5.330374582
          0,           0,           1,     -0.5872741673,       2.221151913,       2.101893067,        5.16442753
          0,           0,           2,     -0.7003855052,       2.138013527,       1.883151529,       5.058514917
          0,           0,           3,     -0.9139417227,       1.933797515,       1.665319179,        4.84457665
          0,           0,           4,      -1.020277423,       1.800790493,       1.494287557,       4.715669294
          0,           0,           5,      -1.130787234,        1.66379872,       1.400304773,       4.582061663
          0,           0,           6,      -1.192074694,       1.580088159,       1.326005305,       4.504138899
          0,           0,           7,      -1.251483344,       1.504455565,       1.259070711,       4.432560298
          0,           0,           8,      -1.323881897,       1.404357314,       1.193346595,        4.33924392
          0,           0,           9,      -1.379932783,       1.337930221,       1.126636494,       4.276330786
          0,           0,          10,       -1.44301305,       1.270672721,       1.060243664,       4.210532804
          0,           0,          11,      -1.516080133,       1.192473197,      0.9887454601,       4.133723773
          0,           0,          12,      -1.590545206,       1.113087193,      0.9101474989,       4.055311533
          0,           0,          13,      -1.663439543,        1.03502599,      0.8275730728,       3.980201074
          0,           0,          14,      -1.737171925,      0.9574828378,      0.7408860825,       3.905219449
          0,           0,          15,      -1.808485896,      0.8846365427,      0.6504743446,       3.834577757
          0,           0,          16,      -1.882649759,      0.8046466536,      0.5562294655,       3.758578595
          0,           0,          17,      -1.958012767,      0.7255768327,      0.4603511202,       3.683487002
          0,           0,          18,      -2.039675332,      0.6397932482,      0.3670973626,       3.601088245
          0,           0,          19,      -2.125247367,      0.5523043163,      0.2746989221,       3.515527884
          0,           0,          20,      -2.215685106,      0.4622968015,      0.1813022081,       3.425621351
          0,           0,          21,      -2.314632717,      0.3645281644,      0.0882599045,        3.32588053
          0,           0,          22,      -2.418839484,      0.2635751549,   -0.009731162438,       3.220728799
          0,           0,          23,      -2.526735816,      0.1608790282,     -0.1124101598,       3.111467407
          0,           0,          24,      -2.636260166,     0.05831455344,     -0.2180377759,       3.000201303
          0,           0,          25,      -2.743897046,    -0.03958403059,     -0.3260163492,       2.891889201
          0,           0,          26,      -2.847563986,     -0.1306552154,     -0.4326899592,       2.790038018
          0,           0,          27,      -2.947924621,     -0.2173101849,      -0.536140678,       2.693090802
          0,           0,          28,      -3.044954272,     -0.3006442937,     -0.6379966472,       2.600877218
          0,           0,          29,      -3.141047961,     -0.3844104278,     -0.7396324038,       2.509461971
          0,           0,          30,      -3.238153552,     -0.4707102575,     -0.8439569182,       2.415749321
          0,           0,          31,      -3.336955896,      -0.559250163,     -0.9521194079,       2.319136875
          0,           0,          32,      -3.437648682,     -0.6489871011,      -1.062506558,       2.219921915
          0,           0,          33,      -3.539839951,     -0.7380781372,      -1.172696651,       2.119466128
          0,           0,          34,      -3.642303804,     -0.8243169366,      -1.280839862,       2.020528177
          0,           0,          35,      -3.744349043,     -0.9067909167,      -1.387814156,       1.924828817
          0,           0,          36,      -3.845797581,     -0.9858834692,       -1.49608633,       1.832902057
          0,           0,          37,      -3.946783115,      -1.062795207,      -1.608433199,        1.74408829
          0,           0,          38,      -4.048162213,      -1.139185213,      -1.724921486,       1.656648411
          0,           0,          39,      -4.150323691,      -1.216113667,      -1.843625122,       1.569465851
          0,           0,          40,      -4.253051159,      -1.293798995,      -1.960916048,       1.482495367
          0,           0,          41,      -4.356223963,      -1.372437201,      -2.073957293,       1.395668334
          0,           0,          42,      -4.459234482,      -1.451677858,      -2.182147036,       1.309657564
          0,           0,          43,      -4.561856411,      -1.531388997,       -2.28679442,       1.224678698
          0,           0,          44,       -4.66405489,      -1.611457208,      -2.389397489,       1.140737732
          0,           0,          45,      -4.765622969,      -1.691746445,      -2.490559189,       1.057873521
          0,           0,          46,      -4.866379679,      -1.772266254,      -2.589951201,       0.975911797
          0,           0,          47,      -4.965792465,      -1.852980106,      -2.687087315,      0.8948692204
          0,           0,          48,      -5.063641814,      -1.934044316,      -2.781779345,      0.8144875721
          0,           0,          49,      -5.159929554,      -2.015657758,      -2.874649851,      0.7344762976
          0,           0,          50,      -5.255173411,      -2.098103198,      -2.966579556,      0.6543952354
          0,           0,          51,      -5.350409123,      -2.181698376,       -3.05823421,       0.573691652
          0,           0,          52,      -5.446607865,      -2.266663377,      -3.150326404,      0.4919828907
          0,           0,          53,      -5.544815634,      -2.353189084,      -3.242902826,      0.4088952499
          0,           0,          54,      -5.645646399,      -2.441339326,       -3.33601767,      0.3242824406
          0,           0,          55,      -5.749466212,       -2.53112828,      -3.429491956,       0.238073124
          0,           0,          56,      -5.856386792,      -2.622518195,      -3.523184301,      0.1502841326
          0,           0,          57,      -5.966278146,      -2.715446526,      -3.617131414,     0.06098573538
          0,           0,          58,      -6.078995125,      -2.809849881,      -3.711395264,    -0.02975529322
          0,           0,          59,      -6.194273986,      -2.905667824,      -3.806253692,     -0.1218632394
          0,           0,          60,      -6.311870564,      -3.002851771,      -3.901900115,     -0.2152826546
          0,           0,          61,      -6.431538652,      -3.101365305,      -3.998582257,     -0.3099767007
          0,           0,          62,       -6.55296924,      -3.201185167,      -4.096450541,     -0.4059285238
          0,           0,          63,       -6.67591621,      -3.302300696,      -4.195596902,     -0.5031481629
          0,           0,          64,      -6.800008727,      -3.404706396,      -4.296086804,     -0.6016548698
          0,           0,          65,       -6.92494847,      -3.508405976,       -4.39789873,     -0.7014880186
          0,           0,          66,      -7.050296695,      -3.613403334,      -4.501058536,     -0.8026884263
          0,           0,          67,      -7.175609632,      -3.719696453,      -4.605472275,     -0.9052903725
          0,           0,          68,       -7.30037974,      -3.827288469,      -4.711159871,      -1.009336234
          0,           0,          69,       -7.42402543,      -3.936166965,      -4.818012889,       -1.11484531
          0,           0,          70,      -7.546057985,      -4.046326702,      -4.926014643,      -1.221845975
          0,           0,          71,      -7.665962349,      -4.157748701,       -5.03511737,      -1.330346172
          0,           0,          72,      -7.783569429,      -4.270423035,      -5.145250629,       -1.44036299
          0,           0,          73,      -7.898755022,      -4.384334243,      -5.256447184,      -1.551902682
          0,           0,          74,      -8.011854464,      -4.499471192,      -5.368607608,      -1.664973285
          0,           0,          75,      -8.123270342,      -4.615831393,       -5.48182725,      -1.779588462
          0,           0,          76,       -8.23364025,      -4.733409126,      -5.596013471,      -1.895751836
          0,           0,          77,      -8.343583839,      -4.852213509,      -5.711267117,      -2.013479304
          0,           0,          78,      -8.453727102,      -4.972249388,      -5.827570806,      -2.132774843
          0,           0,          79,       -8.56457896,      -5.093539824,      -5.944960629,      -2.253656273
          0,           0,          80,      -8.676551566,      -5.216101929,      -6.063524826,      -2.376128613
          0,           0,          81,      -8.790014909,      -5.339976543,       -6.18323129,      -2.500217373
          0,           0,          82,      -8.905130856,      -5.465199211,      -6.304252224,      -2.625934719
          0,           0,          83,      -9.022183401,      -5.591827024,      -6.426497743,      -2.753315267
          0,           0,          84,      -9.141146019,      -5.719913223,      -6.550180012,      -2.882380302
          0,           0,          85,      -9.262186457,      -5.849518513,      -6.675207857,      -3.013160437
          0,           0,          86,      -9.385179705,      -5.980707551,      -6.801706605,      -3.145683678
          0,           0,          87,      -9.510105333,      -6.113523562,       -6.92967525,      -3.279953292
          0,           0,          88,      -9.636853795,       -6.24803511,      -7.059087542,       -3.41600045
          0,           0,          89,      -9.765249662,      -6.384267685,       -7.19004779,      -3.553803977
          0,           0,          90,      -9.895331065,      -6.522293621,      -7.322412248,      -3.693404744
          0,           0,          91,      -10.02691565,      -6.662139374,      -7.456400119,      -3.834784735
          0,           0,          92,       -10.1602168,      -6.803879564,      -7.591806007,      -3.978001961
          0,           0,          93,      -10.29512846,      -6.947556092,      -7.728869525,      -4.123068836
          0,           0,          94,      -10.43186991,      -7.093210823,      -7.867471101,      -4.270013556
          0,           0,          95,      -10.57028493,      -7.240879931,      -8.007639475,      -4.418862154
          0,           0,          96,      -10.71027599,      -7.390489046,      -8.149380718,      -4.569492946
          0,           0,          97,       -10.8516995,      -7.542087755,      -8.292594832,      -4.721950056
          0,           0,          98,      -10.99399878,      -7.695434439,      -8.437301419,      -4.875924235
          0,           0,          99,      -11.13732393,      -7.850558513,      -8.583217152,       -5.03144893
          0,           0,         100,      -11.28159256,      -8.007355358,      -8.730710041,      -5.188377726
          0,           0,         101,       -11.4270166,      -8.165843991,      -8.879591657,      -5.346789189
          0,           0,         102,      -11.57411371,      -8.326110843,      -9.030287339,      -5.506763714
          0,           0,         103,      -11.72335768,      -8.488195876,      -9.182412421,      -5.668514537
          0,           0,         104,      -11.87406657,      -8.651790268,      -9.336402021,      -5.831584698
          0,           0,         105,      -12.02561447,      -8.816861978,      -9.491630564,      -5.995970116
          0,           0,         106,      -12.17530764,      -8.981748872,      -9.648167805,      -6.159243675
          0,           0,         107,      -12.32243618,      -9.145981345,      -9.804069308,      -6.321287398
          0,           0,         108,      -12.46265154,      -9.307479359,      -9.961491046,      -6.479070387
          0,           0,         109,      -12.59976068,      -9.466677804,      -10.11612009,      -6.634014277
          0,           0,         110,      -12.73464258,      -9.624137401,       -10.2714657,      -6.786800809
          0,           0,         111,      -12.87129247,      -9.779687845,      -10.42592321,      -6.938597822
